"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"iron/manganese ABC transporter permease subunit SitC","sitC",9,"GEGEGB_14550","BlastRules:WP_001101723, BlastRules:WP_001104336, COG:COG1108, COG:P, RefSeq:WP_001104338.1, SO:0001217, UniParc:UPI000005A357, UniRef:UniRef100_A0A725VP87, UniRef:UniRef50_Q56954, UniRef:UniRef90_A0A0V9JUM3"
"iron/manganese ABC transporter permease subunit SitD","sitD",9,"GEGEGB_14555","BlastRules:WP_000480208, BlastRules:WP_032491457, COG:COG1108, COG:P, RefSeq:WP_000477918.1, SO:0001217, UniParc:UPI000005A358, UniRef:UniRef100_A0A5I4K748, UniRef:UniRef50_P44660, UniRef:UniRef90_A0A2I5HD40"
"iron/manganese ABC transporter substrate-binding protein SitA","sitA",9,"GEGEGB_14540","BlastRules:WP_000182930, BlastRules:WP_000949004, COG:COG0803, COG:P, RefSeq:WP_000182930.1, SO:0001217, UniParc:UPI000005A355, UniRef:UniRef100_A0A1S0ZIH7, UniRef:UniRef50_A8ANU3, UniRef:UniRef90_A0A2I5HDQ7"
"isochorismate synthase EntC","entC",9,"GEGEGB_11980","COG:COG1169, COG:HQ, EC:5.4.4.2, GO:0008909, RefSeq:WP_000367596.1, SO:0001217, UniParc:UPI000160899D, UniRef:UniRef100_A0A3Z3HQD7, UniRef:UniRef50_P0AEJ3, UniRef:UniRef90_A0A3U8RLU2"
"isochorismate synthase MenF","menF",9,"GEGEGB_02975","COG:COG1169, COG:HQ, EC:5.4.4.2, GO:0008909, RefSeq:WP_000555672.1, SO:0001217, UniParc:UPI0000059B6D, UniRef:UniRef100_A0A603BVU5, UniRef:UniRef50_A0A2I5HE79, UniRef:UniRef90_A0A2I5HE79"
"isocitrate lyase","aceA",9,"GEGEGB_21740","COG:C, COG:COG2224, EC:4.1.3.1, GO:0004451, GO:0005829, GO:0006097, GO:0006099, GO:0019752, GO:0043169, GO:0046872, RefSeq:WP_000857886.1, SO:0001217, UniParc:UPI000005A813, UniRef:UniRef100_A0A725K2V9, UniRef:UniRef50_P51066, UniRef:UniRef90_P51066"
"isoleucine--tRNA ligase","ileS",9,"GEGEGB_00250","COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0005829, GO:0006428, GO:0008270, RefSeq:WP_010989105.1, SO:0001217, UniParc:UPI0000059990, UniRef:UniRef100_Q8Z9N2, UniRef:UniRef50_Q8XA49, UniRef:UniRef90_Q57TL5"
"isopentenyl-diphosphate Delta-isomerase","idi",9,"GEGEGB_15560","COG:COG1443, COG:I, EC:5.3.3.2, GO:0004452, GO:0005737, GO:0008299, GO:0046872, GO:0050992, RefSeq:WP_000133998.1, SO:0001217, UniParc:UPI000005A40B, UniRef:UniRef100_Q8Z3X9, UniRef:UniRef50_Q8Z3X9, UniRef:UniRef90_Q8Z3X9"
"isoprenoid biosynthesis glyoxalase ElbB","elbB",9,"GEGEGB_17085","COG:COG3155, COG:V, EC:4.2.1.-, RefSeq:WP_000719819.1, SO:0001217, UniParc:UPI000005A518, UniRef:UniRef100_A0A725VJS9, UniRef:UniRef50_P0ABU5, UniRef:UniRef90_C0PZM2"
"isovaleryl-CoA dehydrogenase","caiA",9,"GEGEGB_23370","COG:COG1960, COG:I, EC:1.3.8.4, GO:0003995, RefSeq:WP_000118986.1, SO:0001217, UniParc:UPI000005A93A, UniRef:UniRef100_A0A0H2VS78, UniRef:UniRef50_A0A0M7F0S4, UniRef:UniRef90_A0A2I5HP67"
"kdo(2)-lipid A phosphoethanolamine 7''-transferase","eptB",9,"GEGEGB_20500","COG:COG2194, COG:M, EC:2.7.8.42, GO:0005886, GO:0008484, GO:0009244, GO:0009245, GO:0043838, KEGG:K12975, RefSeq:WP_001269253.1, SO:0001217, UniParc:UPI000005A743, UniRef:UniRef100_A0A725G112, UniRef:UniRef50_P37661, UniRef:UniRef90_P43666"
"kdo(2)-lipid IV(A) palmitoleoyltransferase","lpxP",9,"GEGEGB_02485","COG:COG1560, COG:I, EC:2.3.1.242, GO:0008951, GO:0009409, GO:0016020, GO:0036104, RefSeq:WP_000484431.1, SO:0001217, UniParc:UPI0000059B13, UniRef:UniRef100_G5R382, UniRef:UniRef50_P0ACV2, UniRef:UniRef90_A0A376HLW2"
"ketol-acid reductoisomerase","ilvC",9,"GEGEGB_17875","COG:COG0059, COG:EH, EC:1.1.1.86, GO:0000287, GO:0004455, GO:0009082, GO:0009097, GO:0009099, RefSeq:WP_000024943.1, SO:0001217, UniParc:UPI000005A598, UniRef:UniRef100_Q57HU2, UniRef:UniRef50_P05989, UniRef:UniRef90_P05989"
"kinase inhibitor","ybhB",9,"GEGEGB_11055","COG:COG1881, COG:R, GO:0005737, RefSeq:WP_000767403.1, SO:0001217, UniParc:UPI000005A0F6, UniRef:UniRef100_A0A5I5S8Q7, UniRef:UniRef50_P12994, UniRef:UniRef90_P12994"
"large-conductance mechanosensitive channel protein MscL","mscL",9,"GEGEGB_21640","COG:COG1970, COG:M, GO:0005886, GO:0008381, RefSeq:WP_000008119.1, SO:0001217, UniParc:UPI000005A804, UniRef:UniRef100_B5F7R7, UniRef:UniRef50_Q2NQQ0, UniRef:UniRef90_A8AQI5"
"lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase","lpxM",9,"GEGEGB_05275","COG:COG1560, COG:I, EC:2.3.1.243, GO:0005886, GO:0009103, GO:0009245, GO:0009276, GO:0016746, GO:0016747, GO:0019107, GO:0036104, RefSeq:WP_000448401.1, SO:0001217, UniParc:UPI0000059CFB, UniRef:UniRef100_A0A8E6Y512, UniRef:UniRef50_P24205, UniRef:UniRef90_P24205"
"leader peptidase HopD","hopD",9,"GEGEGB_21480","BlastRules:WP_000495848, GO:0004190, GO:0016020, RefSeq:WP_000495849.1, SO:0001217, UniParc:UPI000005A7EC, UniRef:UniRef100_V7ITA1, UniRef:UniRef50_O68927, UniRef:UniRef90_O68927"
"leucine efflux protein LeuE","leuE",9,"GEGEGB_06070","COG:COG1280, COG:E, GO:0005886, GO:0006865, GO:0015297, RefSeq:WP_000457190.1, SO:0001217, UniParc:UPI0000059D8D, UniRef:UniRef100_Q57Q25, UniRef:UniRef50_A8AHJ0, UniRef:UniRef90_Q57Q25"
"leucine--tRNA ligase","leuS",9,"GEGEGB_11700","COG:COG0495, COG:J, EC:6.1.1.4, GO:0002161, GO:0004823, GO:0005524, GO:0005737, GO:0006429, RefSeq:WP_001157907.1, SO:0001217, UniParc:UPI000005A164, UniRef:UniRef100_Q8Z8H5, UniRef:UniRef50_Q8P7J1, UniRef:UniRef90_A8AJG0"
"leucine-responsive transcriptional regulator Lrp","lrp",9,"GEGEGB_10425","COG:COG1522, COG:K, GO:0006355, GO:0043565, RefSeq:WP_000228468.1, SO:0001217, UniParc:UPI000005A086, UniRef:UniRef100_A0A725VSX4, UniRef:UniRef50_P0A2S0, UniRef:UniRef90_P0A2S0"
"leucyl aminopeptidase","pepA",9,"GEGEGB_23805","COG:COG0260, COG:E, EC:3.4.11.1, GO:0005737, GO:0006508, GO:0019538, GO:0030145, GO:0070006, RefSeq:WP_000397157.1, SO:0001217, UniParc:UPI000005A98D, UniRef:UniRef100_Q8Z116, UniRef:UniRef50_P68768, UniRef:UniRef90_Q8Z116"
"leucyl/phenylalanyl-tRNA--protein transferase","aat",9,"GEGEGB_10445","COG:COG2360, COG:O, EC:2.3.2.6, GO:0005737, GO:0006508, GO:0008914, GO:0030163, RefSeq:WP_001241650.1, SO:0001217, UniParc:UPI000005A08A, UniRef:UniRef100_B5F138, UniRef:UniRef50_Q6D3U2, UniRef:UniRef90_A9MHZ9"
"lipid A ABC transporter ATP-binding protein/permease MsbA","msbA",9,"GEGEGB_10295","COG:COG1132, COG:V, EC:7.5.2.5, EC:7.5.2.6, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0034040, GO:0055085, GO:0140359, RefSeq:WP_000551246.1, SO:0001217, UniParc:UPI000005A06E, UniRef:UniRef100_Q57R14, UniRef:UniRef50_Q9KQW9, UniRef:UniRef90_P60753"
"lipid A hydroxylase LpxO","lpxO",9,"GEGEGB_22140","COG:COG3555, COG:O, GO:0018193, RefSeq:WP_000457029.1, SO:0001217, UniParc:UPI000005A864, UniRef:UniRef100_A0A3U7XN58, UniRef:UniRef50_Q88K68, UniRef:UniRef90_S5N3G1"
"lipid III flippase WzxE","wzxE",9,"GEGEGB_17780","COG:COG2244, COG:M, GO:0009246, GO:0016020, RefSeq:WP_000050302.1, SO:0001217, UniParc:UPI000005A587, UniRef:UniRef100_A0A5J0RMX4, UniRef:UniRef50_P0AAA7, UniRef:UniRef90_A0A8B3ZYR7"
"lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase","waaA",9,"GEGEGB_20060","COG:COG1519, COG:M, EC:2.4.99.12, EC:2.4.99.13, GO:0005886, GO:0009244, GO:0009245, GO:0016020, GO:0016740, GO:0036104, GO:0043842, RefSeq:WP_000891584.1, SO:0001217, UniParc:UPI000005A6F3, UniRef:UniRef100_A0A5I5VBY3, UniRef:UniRef50_P0AC77, UniRef:UniRef90_P0AC77"
"lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase","arnT",9,"GEGEGB_03020","COG:COG1807, COG:M, EC:2.4.2.43, GO:0000030, GO:0005886, GO:0006493, GO:0009103, GO:0009245, GO:0010041, GO:0016020, GO:0016763, GO:0103015, RefSeq:WP_000978048.1, SO:0001217, UniParc:UPI0000059B76, UniRef:UniRef100_Q8Z538, UniRef:UniRef50_O52327, UniRef:UniRef90_O52327"
"lipid IV(A) palmitoyltransferase PagP","pagP",9,"GEGEGB_11800","BlastRules:WP_001103094, BlastRules:WP_001784638, EC:2.3.1.251, GO:0009245, GO:0009279, GO:0016409, RefSeq:WP_001784638.1, SO:0001217, UniParc:UPI000005A177, UniRef:UniRef100_Q8Z8I4, UniRef:UniRef50_P37001, UniRef:UniRef90_Q8ZR06"
"lipid asymmetry maintenance ABC transporter permease subunit MlaE","mlaE",9,"GEGEGB_17010","COG:COG0767, COG:M, GO:0043190, KEGG:K02066, RefSeq:WP_000925786.1, SO:0001217, UniParc:UPI000005A509, UniRef:UniRef100_A0A8E7CPH8, UniRef:UniRef50_P45030, UniRef:UniRef90_A0A379T4M2"
"lipid asymmetry maintenance protein MlaB","mlaB",9,"GEGEGB_16995","COG:COG3113, COG:M, KEGG:K07122, RefSeq:WP_000188843.1, SO:0001217, UniParc:UPI000005A506, UniRef:UniRef100_A0A725VHP0, UniRef:UniRef50_A8AQ82, UniRef:UniRef90_A0A2I5HLL8"
"lipid kinase YegS","yegS",9,"GEGEGB_03825","COG:COG1597, COG:IR, EC:2.7.1.-, GO:0001727, GO:0046872, SO:0001217, UniRef:UniRef50_A0A376KSY5, UniRef:UniRef90_A0A447NQD5"
"lipid-A-disaccharide synthase","lpxB",9,"GEGEGB_01225","COG:COG0763, COG:M, EC:2.4.1.182, GO:0008915, GO:0009245, RefSeq:WP_000741216.1, SO:0001217, UniParc:UPI0000059A43, UniRef:UniRef100_Q57T26, UniRef:UniRef50_P45011, UniRef:UniRef90_Q8X8X7"
"lipoate--protein ligase LplA","lplA",9,"GEGEGB_24375","BlastRules:WP_000209755, BlastRules:WP_000209756, COG:COG0095, COG:H, EC:6.3.1.20, GO:0005524, GO:0005737, GO:0016979, GO:0036211, RefSeq:WP_000209755.1, SO:0001217, UniParc:UPI000005A9E5, UniRef:UniRef100_Q8Z0U0, UniRef:UniRef50_Q8FA49, UniRef:UniRef90_Q8FA49"
"lipopolysaccharide 1,2-glucosyltransferase RfaJ","rfaJ",9,"GEGEGB_20095","BlastRules:WP_000376841, BlastRules:WP_000376865, COG:COG1442, COG:M, EC:2.4.1.58, GO:0008918, GO:0008919, GO:0009244, GO:0046872, RefSeq:WP_000376863.1, SO:0001217, UniParc:UPI000005A6FB, UniRef:UniRef100_A0A725K3F3, UniRef:UniRef50_P27129, UniRef:UniRef90_P19817"
"lipopolysaccharide 1,6-galactosyltransferase","waaB",9,"GEGEGB_20085","COG:COG0438, COG:M, EC:2.4.1.-, EC:2.4.1.44, GO:0009244, GO:0016757, RefSeq:WP_000704702.1, SO:0001217, UniParc:UPI000005A6F9, UniRef:UniRef100_A0A725VH14, UniRef:UniRef50_P27127, UniRef:UniRef90_Q06994"
"lipopolysaccharide 3-alpha-galactosyltransferase","waaO",9,"GEGEGB_20090","COG:COG1442, COG:M, EC:2.4.1.44, GO:0008918, GO:0009103, GO:0009244, GO:0046872, RefSeq:WP_000088491.1, SO:0001217, UniParc:UPI000005A6FA, UniRef:UniRef100_A0A725VPI1, UniRef:UniRef50_P19816, UniRef:UniRef90_P19816"
"lipopolysaccharide ABC transporter substrate-binding protein LptA","lptA",9,"GEGEGB_17040","COG:COG1934, COG:M, EC:7.5.2.5, RefSeq:WP_000669770.1, SO:0001217, UniParc:UPI00000CD404, UniRef:UniRef100_E8XD21, UniRef:UniRef50_P0ADV3, UniRef:UniRef90_A0A1B3F5L4"
"lipopolysaccharide N-acetylmannosaminouronosyltransferase","wecG",9,"GEGEGB_17765","COG:COG1922, COG:M, EC:2.4.1.180, GO:0009246, GO:0016758, GO:0047241, RefSeq:WP_000183613.1, SO:0001217, UniParc:UPI000005A584, UniRef:UniRef100_Q8Z397, UniRef:UniRef50_Q6CZF2, UniRef:UniRef90_Q8Z397"
"lipopolysaccharide assembly protein LapB","lapB",9,"GEGEGB_08560","COG:COG2956, COG:M, GO:0005506, GO:0005515, GO:0005829, GO:0005886, GO:0008653, GO:0009898, GO:0046872, GO:0046890, RefSeq:WP_000891378.1, SO:0001217, UniParc:UPI0000059F38, UniRef:UniRef100_A0A5W1RIG3, UniRef:UniRef50_P0AB60, UniRef:UniRef90_P0AB60"
"lipopolysaccharide core heptose(I) kinase RfaP","rfaP",9,"GEGEGB_20075","EC:2.7.1.-, GO:0005524, GO:0009103, GO:0009244, GO:0016301, GO:0016310, RefSeq:WP_000229818.1, SO:0001217, UniParc:UPI000005A6F6, UniRef:UniRef100_A0A725FWD5, UniRef:UniRef50_Q9HUF7, UniRef:UniRef90_Q06995"
"lipopolysaccharide core heptose(II) kinase RfaY","rfaY",9,"GEGEGB_20100","EC:2.7.1.-, GO:0005524, GO:0009244, GO:0016301, GO:0016310, RefSeq:WP_000582822.1, SO:0001217, UniParc:UPI000005A6FC, UniRef:UniRef100_A0A725G0S5, UniRef:UniRef50_P26472, UniRef:UniRef90_P26472"
"lipopolysaccharide core heptose(II)-phosphate phosphatase","pmrG",9,"GEGEGB_03045","BlastRules:WP_000879248, EC:3.1.3.-, GO:0008653, GO:0016791, GO:0042597, RefSeq:WP_000879245.1, SO:0001217, UniParc:UPI0000059B7B, UniRef:UniRef100_Q8Z543, UniRef:UniRef50_Q83QU0, UniRef:UniRef90_Q8Z543"
"lipopolysaccharide core heptosyltransferase RfaQ","rfaQ",9,"GEGEGB_20065","COG:COG0859, COG:M, EC:2.4.-.-, GO:0016757, RefSeq:WP_071525109.1, SO:0001217, UniParc:UPI00031B0149, UniRef:UniRef100_A0A725K4W6, UniRef:UniRef50_P25742, UniRef:UniRef90_A0A2X5A4U6"
"lipopolysaccharide heptosyltransferase RfaC","rfaC",9,"GEGEGB_20120","COG:COG0859, COG:M, EC:2.-.-.-, EC:2.4.-.-, GO:0005829, GO:0008713, GO:0008920, GO:0009244, KEGG:K02841, RefSeq:WP_001264610.1, SO:0001217, UniParc:UPI000005A700, UniRef:UniRef100_A0A726ANM7, UniRef:UniRef50_P24173, UniRef:UniRef90_P26469"
"lipoprotein NlpI","nlpI",9,"GEGEGB_16850","COG:COG4785, COG:M, GO:0005515, GO:0005886, GO:0007049, GO:0051301, RefSeq:WP_000802069.1, SO:0001217, UniParc:UPI000005A4ED, UniRef:UniRef100_Q57JI4, UniRef:UniRef50_P0AFB3, UniRef:UniRef90_P0AFB3"
"lipoprotein YedD","yedD",9,"GEGEGB_04905","GO:0005886, RefSeq:WP_000754694.1, SO:0001217, UniParc:UPI0000059CB7, UniRef:UniRef100_Q06399, UniRef:UniRef50_P31063, UniRef:UniRef90_Q06399"
"lipoprotein insertase outer membrane protein LolB","lolB",9,"GEGEGB_05845","COG:COG3017, COG:M, GO:0008320, GO:0009279, GO:0009306, GO:0015031, GO:0044874, RefSeq:WP_000174482.1, SO:0001217, UniParc:UPI0000059D5F, UniRef:UniRef100_Q8Z6A0, UniRef:UniRef50_Q8CW45, UniRef:UniRef90_Q8Z6A0"
"lipoprotein-releasing ABC transporter ATP-binding protein LolD","lolD",9,"GEGEGB_09000","EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0022857, GO:0042953, GO:0044874, GO:0055085, GO:0089705, RefSeq:WP_001033714.1, SO:0001217, UniParc:UPI0000059F86, UniRef:UniRef100_Q5PGR6, UniRef:UniRef50_P75957, UniRef:UniRef90_Q5PGR6"
"lipoprotein-releasing ABC transporter permease subunit LolC","lolC",9,"GEGEGB_09005","COG:COG4591, COG:M, GO:0005886, GO:0016020, GO:0042953, RefSeq:WP_001518787.1, SO:0001217, UniParc:UPI0000227E92, UniRef:UniRef100_A0A3U7XIS6, UniRef:UniRef50_P0ADC5, UniRef:UniRef90_P0ADC5"
"lipoprotein-releasing ABC transporter permease subunit LolE","lolE",9,"GEGEGB_08995","COG:COG4591, COG:M, GO:0042953, RefSeq:WP_000168092.1, SO:0001217, UniParc:UPI0000059F85, UniRef:UniRef100_A0A3U7XIT7, UniRef:UniRef50_P75958, UniRef:UniRef90_A0A2I5HHS0"
"lipoyl synthase","lipA",9,"GEGEGB_11775","COG:COG0320, COG:H, EC:2.8.1.8, GO:0005737, GO:0009107, GO:0016992, GO:0046872, GO:0051539, GO:1904047, RefSeq:WP_000042640.1, SO:0001217, UniParc:UPI000005A173, UniRef:UniRef100_B5EZ72, UniRef:UniRef50_Q31F42, UniRef:UniRef90_Q6D7M8"
"lipoyl(octanoyl) transferase LipB","lipB",9,"GEGEGB_11765","COG:COG0321, COG:H, EC:2.3.1.181, GO:0005737, GO:0009249, GO:0033819, GO:0036211, RefSeq:WP_000284017.1, SO:0001217, UniParc:UPI0000191E40, UniRef:UniRef100_Q8Z8I2, UniRef:UniRef50_Q8Z8I2, UniRef:UniRef90_Q8Z8I2"
"long-chain acyl-CoA thioesterase FadM","fadM",9,"GEGEGB_12685","BlastRules:WP_001194534, COG:COG0824, COG:I, EC:3.1.2.-, GO:0006635, GO:0016290, GO:0047617, GO:0102991, RefSeq:WP_001194543.1, SO:0001217, UniParc:UPI000005A210, UniRef:UniRef100_A0A3Z3HQY2, UniRef:UniRef50_P77712, UniRef:UniRef90_P77712"
"long-chain fatty acid transporter FadL","fadL",9,"GEGEGB_02570","BlastRules:WP_001766332, COG:COG2067, COG:I, GO:0006869, GO:0009279, KEGG:K06076, RefSeq:WP_001766332.1, SO:0001217, UniParc:UPI0000E8AB84, UniRef:UniRef100_Q8Z4Y8, UniRef:UniRef50_P10384, UniRef:UniRef90_P10384"
"long-chain-fatty-acid--CoA ligase FadD","fadD",9,"GEGEGB_05625","COG:COG0318, COG:I, EC:6.2.1.3, GO:0004467, GO:0005524, GO:0006635, GO:0016020, SO:0001217, UniParc:UPI0002305A51, UniRef:UniRef100_A0A455S6D9, UniRef:UniRef50_P69452, UniRef:UniRef90_P69452"
"low affinity potassium transporter Kup","kup",9,"GEGEGB_19215","COG:COG3158, COG:P, GO:0005886, GO:0015079, GO:0015293, GO:0016020, RefSeq:WP_000102337.1, SO:0001217, UniParc:UPI000005A671, UniRef:UniRef100_Q8Z2R2, UniRef:UniRef50_A1JHR6, UniRef:UniRef90_Q8XAW9"
"low-specificity L-threonine aldolase","ltaE",9,"GEGEGB_10545","COG:COG2008, COG:E, EC:4.1.2.48, GO:0006520, GO:0016829, RefSeq:WP_000566341.1, SO:0001217, UniParc:UPI000005A09D, UniRef:UniRef100_A0A725VMW5, UniRef:UniRef50_P75823, UniRef:UniRef90_A0A2I5HIK5"
"luciferase-like monooxygenase","yhbW",9,"GEGEGB_16830","COG:COG2141, COG:HR, GO:0005829, GO:0016705, RefSeq:WP_000130426.1, SO:0001217, UniParc:UPI000005A4EA, UniRef:UniRef100_A0A725VCN0, UniRef:UniRef50_P0ADV6, UniRef:UniRef90_P0ADV6"
"lysine decarboxylase CadA","cadA",9,"GEGEGB_01610","BlastRules:WP_001295383, COG:COG1982, COG:E, EC:4.1.1.18, GO:0005737, GO:0006520, GO:0008923, RefSeq:WP_001100652.1, SO:0001217, UniParc:UPI0000059A80, UniRef:UniRef100_P0A1Z1, UniRef:UniRef50_P52095, UniRef:UniRef90_P0A9H4"
"lysine decarboxylase LdcC","ldcC",9,"GEGEGB_01265","BlastRules:WP_001020954, COG:COG1982, COG:E, EC:4.1.1.18, GO:0005737, GO:0006554, GO:0008923, GO:0042802, RefSeq:WP_001021059.1, SO:0001217, UniParc:UPI0000059A48, UniRef:UniRef100_A0A725G1V9, UniRef:UniRef50_P52095, UniRef:UniRef90_P52095"
"lysine--tRNA ligase","lysS",9,"GEGEGB_15565","COG:COG1190, COG:J, EC:6.1.1.6, GO:0000287, GO:0003676, GO:0004824, GO:0005524, GO:0005737, GO:0006430, RefSeq:WP_000003338.1, SO:0001217, UniParc:UPI000005A40C, UniRef:UniRef100_Q8Z3X8, UniRef:UniRef50_P28354, UniRef:UniRef90_P28354"
"lysine-sensitive aspartokinase 3","lysC",9,"GEGEGB_21805","COG:COG0527, COG:E, EC:2.7.2.4, GO:0004072, GO:0005524, GO:0005829, GO:0009089, GO:0009090, GO:0016310, GO:0042803, RefSeq:WP_000136394.1, SO:0001217, UniParc:UPI000005A821, UniRef:UniRef100_A0A3Z3I2I0, UniRef:UniRef50_P08660, UniRef:UniRef90_P08660"
"lysine-specific permease","lysP",9,"GEGEGB_03495","BlastRules:WP_000253273, COG:COG0833, COG:E, GO:0003333, GO:0005886, GO:0015171, GO:0015189, GO:0042802, GO:0043200, GO:0097639, RefSeq:WP_000534995.1, SO:0001217, UniParc:UPI0000059BCD, UniRef:UniRef100_A0A726AAP0, UniRef:UniRef50_P25737, UniRef:UniRef90_P25737"
"lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT","argT",9,"GEGEGB_02755","COG:COG0834, COG:ET, GO:0006865, GO:0030288, RefSeq:WP_000754418.1, SO:0001217, UniParc:UPI0000059B41, UniRef:UniRef100_A0A1S0ZLN2, UniRef:UniRef50_P02911, UniRef:UniRef90_P02911"
"lysophospholipase L2","pldB",9,"GEGEGB_17595","COG:COG2267, COG:I, EC:3.1.1.5, RefSeq:WP_000487681.1, SO:0001217, UniParc:UPI000005A568, UniRef:UniRef100_A0A725VHD0, UniRef:UniRef50_P59588, UniRef:UniRef90_A0A2I5HN70"
"lysophospholipid transporter LplT","lplT",9,"GEGEGB_15335","GO:0005886, GO:0022857, GO:0051978, GO:0055085, RefSeq:WP_000004684.1, SO:0001217, UniParc:UPI000005A3E7, UniRef:UniRef100_Q8Z407, UniRef:UniRef50_A7ZQU1, UniRef:UniRef90_Q8Z407"
"lytic murein transglycosylase B","mltB",9,"GEGEGB_14390","COG:COG2951, COG:M, EC:4.2.2.-, RefSeq:WP_000476820.1, SO:0001217, UniParc:UPI000005A336, UniRef:UniRef100_E8XK70, UniRef:UniRef50_P41052, UniRef:UniRef90_A0A6D2G440"
"mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module","higB",9,"GEGEGB_18925","COG:COG4680, COG:JV, RefSeq:WP_000558160.1, SO:0001217, UniParc:UPI000005A646, UniRef:UniRef100_A0A725K2N8, UniRef:UniRef50_A0A455VST1, UniRef:UniRef90_A0A0T9WP92"
"macrodomain Ori organization protein MaoP","yifE",9,"GEGEGB_18155","BlastRules:WP_000841001, COG:COG3085, COG:S, RefSeq:WP_000840996.1, SO:0001217, UniParc:UPI000005A5CA, UniRef:UniRef100_Q57HV1, UniRef:UniRef50_P31811, UniRef:UniRef90_Q57HV1"
"macrolide ABC transporter ATP-binding protein/permease MacB","macB",9,"GEGEGB_10505","COG:COG1136, COG:M, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016887, GO:0022857, GO:0046677, GO:1990195, RefSeq:WP_000125880.1, SO:0001217, UniParc:UPI000005A095, UniRef:UniRef100_Q8Z824, UniRef:UniRef50_Q2EHL8, UniRef:UniRef90_Q8ZQE4"
"macrolide transporter subunit MacA","macA",9,"GEGEGB_10510","COG:COG0845, COG:MV, GO:0019898, GO:0022857, GO:1990195, GO:1990961, RefSeq:WP_001201759.1, SO:0001217, UniParc:UPI000005A096, UniRef:UniRef100_A0A5I4K9J3, UniRef:UniRef50_P75830, UniRef:UniRef90_A9MI10"
"magnesium-translocating P-type ATPase","mgtA",9,"GEGEGB_23700","COG:COG0474, COG:P, EC:7.2.2.14, GO:0005524, GO:0005886, GO:0015444, GO:0015693, GO:0016887, GO:0019829, GO:0043231, GO:0046872, KEGG:K01531, RefSeq:WP_001775586.1, SO:0001217, UniParc:UPI000005A978, UniRef:UniRef100_A0A725FVA5, UniRef:UniRef50_D0ZTB2, UniRef:UniRef90_D0ZTB2"
"magnesium/cobalt transporter CorA","corA",9,"GEGEGB_17640","COG:COG0598, COG:P, GO:0005886, GO:0006824, GO:0015087, GO:0015095, GO:0015693, RefSeq:WP_000947139.1, SO:0001217, UniParc:UPI000005A571, UniRef:UniRef100_Q57HQ5, UniRef:UniRef50_Q8ZAG5, UniRef:UniRef90_P0ABI6"
"malate dehydrogenase","mdh",9,"GEGEGB_17255","COG:C, COG:COG0039, EC:1.1.1.37, GO:0006099, GO:0006108, GO:0030060, RefSeq:WP_000861588.1, SO:0001217, UniParc:UPI000005A532, UniRef:UniRef100_Q8Z3E0, UniRef:UniRef50_P44427, UniRef:UniRef90_Q8Z3E0"
"malate synthase A","aceB",9,"GEGEGB_21735","COG:C, COG:COG2225, EC:2.3.3.9, GO:0004474, GO:0006099, RefSeq:WP_001069374.1, SO:0001217, UniParc:UPI000005A812, UniRef:UniRef100_A0A3Y2BK47, UniRef:UniRef50_P08997, UniRef:UniRef90_Q57H44"
"maleylacetoacetate isomerase","maiA",9,"GEGEGB_03635","COG:COG0625, COG:O, EC:5.2.1.2, GO:0006559, GO:0006572, GO:0016034, RefSeq:WP_000781183.1, SO:0001217, UniParc:UPI0000059BE2, UniRef:UniRef100_A0A3V7PBV7, UniRef:UniRef50_A0A850UZV4, UniRef:UniRef90_A0A2I5HEP3"
"malonyl-ACP O-methyltransferase BioC","bioC",9,"GEGEGB_11035","COG:COG2226, COG:H, EC:2.1.1.197, GO:0008168, GO:0008757, GO:0009102, GO:0010340, GO:0032259, GO:0102130, RefSeq:WP_000079913.1, SO:0001217, UniParc:UPI000005A0F2, UniRef:UniRef100_A0A725GDB0, UniRef:UniRef50_P36571, UniRef:UniRef90_Q8ZQQ6"
"malto-oligosyltrehalose synthase","treY",9,"GEGEGB_07785","COG:COG3280, COG:G, EC:5.4.99.15, GO:0005992, GO:0047470, RefSeq:WP_000613170.1, SO:0001217, UniParc:UPI0000059EB1, UniRef:UniRef100_A0A725K4I7, UniRef:UniRef50_A0A2I5HGW3, UniRef:UniRef90_A0A2I5HGW3"
"malto-oligosyltrehalose trehalohydrolase","treZ",9,"GEGEGB_07790","GO:0005992, GO:0016798, RefSeq:WP_000095550.1, SO:0001217, UniParc:UPI0000059EB2, UniRef:UniRef100_A0A3Y7ULP2, UniRef:UniRef50_L0NHH9, UniRef:UniRef90_A0A0T7RN45"
