"Gene","Non-unique Gene name","Annotation","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"group_2143","","hypothetical protein","AJBGEP_12045","","","","ODDLKH_13725","","","",""
"group_2141","","hypothetical protein","","","2_refound_27","GEGEGB_23775","","","","",""
"group_2137","","hypothetical protein","","","","","","","","IKCLMC_11665","PKJKAM_15875"
"group_2129","","Integrase","","","","","","LNHIMF_20535","6_refound_80_pseudo","",""
"group_2119","","hypothetical protein","","","","3_refound_49","","","ONMMKP_20940","",""
"group_2114","","hypothetical protein","","HFCAGB_07045","","","","","","","8_refound_115"
"group_2104","","hypothetical protein","AJBGEP_24315","HFCAGB_24255","","","","","","",""
"group_2088","","hypothetical protein","AJBGEP_10515","HFCAGB_10875","","","","","","",""
"group_2087","","Host cell division inhibitory peptide Kil","","","","","","","","IKCLMC_11670","PKJKAM_15870"
"group_2084","","Cytoplasmic protein","AJBGEP_04965","","","","4_refound_55","","","",""
"group_2082","","hypothetical protein","","","","","","","ONMMKP_23560","7_refound_93_pseudo",""
"group_2075","levR","Transcriptional regulatory protein LevR contains PRD AAA+ and EIIA domains","","HFCAGB_20165","","3_refound_45","","","","",""
"group_2067","","Prophage protein","","","","","","","ONMMKP_03890","","PKJKAM_15830"
"group_2061","","CIII protein","","","","","","","","IKCLMC_11675","PKJKAM_15865"
"group_2057","","Lysozyme","AJBGEP_24305","HFCAGB_24265","","","","","","",""
"group_2052","","DUF2737 domain-containing protein","","","","","","","","IKCLMC_11645","PKJKAM_15895"
"group_2049","","DUF2737 domain-containing protein","","HFCAGB_02955","","","","","ONMMKP_03970","",""
"group_2047","","Chemotaxis protein","","","","","","","","IKCLMC_21535","PKJKAM_21615"
"group_2041","","hypothetical protein","","","","GEGEGB_14935","","","","","8_refound_116"
"group_2037","","hypothetical protein","AJBGEP_24100","1_refound_15_pseudo","","","","","","",""
"group_2033","ninF","NinF","","","","","","","","IKCLMC_11755","PKJKAM_15785"
"group_2027","dnaJ","Molecular chaperone DnaJ","","HFCAGB_02940","","","","","6_refound_77","",""
"group_2023","","Glycoprotein","","","","","","LNHIMF_03045","ONMMKP_03760","",""
"group_2016","","ATP-binding cassette domain-containing protein","","","BEJGEH_21905","","","LNHIMF_22010","","",""
"group_2015","","Cytoplasmic protein","AJBGEP_14580","","","","ODDLKH_15890","","","",""
"group_2014","","L-arabinose transporter permease protein","AJBGEP_10145","1_refound_13_pseudo","","","","","","",""
"rz1","rz1","putative spanin outer lipoprotein subunit","","","","","","","ONMMKP_03805","","PKJKAM_15745"
"group_2008","","hypothetical protein","","HFCAGB_23620","","GEGEGB_23975","","","","",""
"group_2004","","Transposase","AJBGEP_13835","","","","","","","IKCLMC_05945",""
"group_1978","","Host cell division inhibitor Icd-like protein","","HFCAGB_23845","","","","","","7_refound_92",""
"group_1962","","Fimbrial protein","","","","","","","","IKCLMC_21530","PKJKAM_21610"
"group_1952","gpX","P2-like prophage tail protein X","","HFCAGB_14745","","GEGEGB_18030","","","","",""
"group_1942","","Phage protein","AJBGEP_14065","","","","","","","IKCLMC_01370",""
"group_1941","","Primosomal replication protein PriB/PriC domain protein","AJBGEP_05150","HFCAGB_06890","","","","","","",""
"group_1937","pefI","transcriptional regulator PefI","","HFCAGB_23600","","GEGEGB_23955","","","","",""
"group_1929","","Cytoplasmic protein","","HFCAGB_06030","BEJGEH_05295","","","","","",""
"group_1928","","Secreted protein","AJBGEP_24295","HFCAGB_24275","","","","","","",""
"group_1920","","Secreted protein","","","BEJGEH_09030","","","","","IKCLMC_24475",""
"group_1916","","Secretory protein","","HFCAGB_14740","","GEGEGB_18035","","","","",""
"group_1915","alpA","DNA-binding transcriptional regulator AlpA","AJBGEP_14495","","","","ODDLKH_15810","","","",""
"group_1908","alpA","AlpA family phage regulatory protein","","HFCAGB_11310","BEJGEH_09970","","","","","",""
"ccdA","ccdA","type II toxin-antitoxin system antitoxin CcdA","AJBGEP_24220","HFCAGB_24340","","","","","","",""
"group_1895","ninY","Putative protein ninY","","","","","","","","IKCLMC_11765","PKJKAM_15775"
"group_1889","","Sb39","AJBGEP_10740","HFCAGB_11095","","","","","","",""
"group_1888","","Phage protein","AJBGEP_10715","HFCAGB_11070","","","","","","",""
"group_1876","","Invasin","0_refound_4_pseudo","","","GEGEGB_08400","","","","",""
"group_1870","","Sb29","AJBGEP_10790","HFCAGB_11155","","","","","","",""
"group_1858","","KilA-N domain-containing protein","AJBGEP_12040","","","","ODDLKH_13720","","","",""
"group_1847","","Type II toxin-antitoxin system RelE/ParE family toxin","","HFCAGB_13920","2_refound_26_pseudo","","","","","",""
"group_1841","","Cro/Cl family transcriptional regulator","","HFCAGB_05295","","GEGEGB_10130","","","","",""
"group_1835","","Major outer membrane lipoprotein Lpp","","","","","","","ONMMKP_03380","","PKJKAM_04205"
"group_1826","","Helix-turn-helix domain-containing protein","AJBGEP_05040","","","","","LNHIMF_10990","","",""
"group_1819","","Relaxase/helicase","","","","","","LNHIMF_23480","","","PKJKAM_20145"
"group_1814","","Rha family transcriptional regulator","AJBGEP_14105","","","","","","","IKCLMC_01330",""
"group_1813","","hypothetical protein","AJBGEP_13870","","","","","","","IKCLMC_05910",""
"copB","copB","Protein CopB","AJBGEP_24110","HFCAGB_24450","","","","","","",""
"group_1782","","phage tail assembly protein T","AJBGEP_05195","HFCAGB_06935","","","","","","",""
"group_1776","","Glycosyltransferase 2-like domain-containing protein","","HFCAGB_13310","","GEGEGB_02545","","","","",""
"group_1775","","XRE family transcriptional regulator","","HFCAGB_06790","","","","","","IKCLMC_07885",""
"group_1757","","Integrase","AJBGEP_06540","","","","","","","IKCLMC_04755",""
"group_1738","","Bacteriocin immunity protein","","","BEJGEH_15675","GEGEGB_15970","","","","",""
"group_1736","tnp","IS3 family IS1351 transposase ORF A","","HFCAGB_14880","BEJGEH_22970","","","","","",""
"group_1734","","Bacteriophage protein","","HFCAGB_05335","","GEGEGB_10090","","","","",""
"group_1733","tnp","IS3 family IS1351 transposase ORF A","AJBGEP_14625","","","","ODDLKH_15935","","","",""
"group_1732","","ATP-binding protein","AJBGEP_05170","HFCAGB_06910","","","","","","",""
"group_1731","","Zinc finger Ogr/Delta-type domain-containing protein","","","","","","","ONMMKP_20615","","PKJKAM_09175"
"group_1724","","Prophage protein","AJBGEP_05070","","","","","LNHIMF_10960","","",""
"group_1721","","Transposase","","","","","","LNHIMF_03125","6_refound_79","",""
"group_1693","","Bacteriocin immunity protein","","","BEJGEH_15680","GEGEGB_15975","","","","",""
"group_1690","","Phage holin family protein","","","","GEGEGB_10035","","LNHIMF_21490","","",""
"group_1688","","hypothetical protein","","HFCAGB_07015","","","","","","","PKJKAM_01145"
"group_1687","","DUF1364 domain-containing protein","","HFCAGB_03065","","","","5_refound_68","","",""
"group_1677","sfsB","putative transcriptional regulator lambda repressor-like DNA-binding domain","AJBGEP_14520","","","","ODDLKH_15835","","","",""
"xis","xis","excisionase Xis","AJBGEP_14160","","","","","","","IKCLMC_00435",""
"group_1658","","Transcriptional regulator","","","","","ODDLKH_00895","LNHIMF_22045","","",""
"group_1656","","Cytoplasmic protein","AJBGEP_24230","HFCAGB_24330","","","","","","",""
"group_1655","hipB","Transcriptional regulator contains XRE-family HTH domain","AJBGEP_14515","","","","ODDLKH_15830","","","",""
"group_1628","tnp","IS3 family ISSty2 transposase ORF A","AJBGEP_14640","","","","ODDLKH_15950","","","",""
"group_1621","","hypothetical protein","","","BEJGEH_10840","GEGEGB_03860","","","","",""
"group_1620","","Integrase DNA-binding domain-containing protein","","","BEJGEH_10085","","","","","IKCLMC_10010",""
"group_1611","","Bacteriophage cohesive ends","","HFCAGB_06825","","","","","","IKCLMC_00960",""
"group_1610","ccdB","type II toxin-antitoxin system toxin CcdB","AJBGEP_24225","HFCAGB_24335","","","","","","",""
"group_1602","","Alpha/beta hydrolase","AJBGEP_06380","","","","","","","IKCLMC_04590",""
"group_1560","","putative phage recombinase RecA/RadA family","AJBGEP_05165","HFCAGB_06905","","","","","","",""
"group_1544","","phage holin lambda family","AJBGEP_12020","","","","ODDLKH_13700","","","",""
"group_1539","","Helix-turn-helix domain-containing protein","","HFCAGB_06785","","","","","","IKCLMC_07880",""
"group_1533","","Phage tail protein","AJBGEP_05205","HFCAGB_06945","","","","","","",""
"lygB","lygB","LygB","","HFCAGB_06760","","","","","","IKCLMC_04460",""
"group_1526","","Helicase","AJBGEP_24360","HFCAGB_24210","","","","","","",""
"group_1524","","DUF4113 domain-containing protein","","","","","","","","IKCLMC_21485","PKJKAM_21570"
"group_1520","","Restriction endonuclease","","HFCAGB_23805","","","","","","IKCLMC_16440",""
"group_1516","","phage holin lambda family","AJBGEP_10670","","","","","LNHIMF_03335","","",""
"yiaW","yiaW","Inner membrane protein YiaW","","","BEJGEH_18645","","","","ONMMKP_15780","",""
"arsD","arsD","arsenite efflux transporter metallochaperone ArsD","","","BEJGEH_10105","","","","","IKCLMC_09995",""
"group_1456","","Antitermination protein Q","AJBGEP_12030","","","","ODDLKH_13710","","","",""
"group_1436","","Phage integrase","","","BEJGEH_10125","","","LNHIMF_10440","","",""
"group_1435","","Arsenic resistance transcriptional regulator","","","BEJGEH_10115","","","","","IKCLMC_09985",""
"srlB","srlB","Phosphotransferase system sorbitol-specific IIA component","AJBGEP_14530","","","","ODDLKH_15845","","","",""
"group_1428","","DUF1353 domain-containing protein","","","","GEGEGB_05915","","LNHIMF_06435","","",""
"group_1425","","Inner membrane protein","","HFCAGB_14730","","GEGEGB_18045","","","","",""
"group_1424","","hypothetical protein","","HFCAGB_06090","BEJGEH_05345","","","","","",""
"group_1402","","Prophage protein","AJBGEP_14120","","","","","","","IKCLMC_01315",""
"group_1399","","Prophage membrane protein","","","","GEGEGB_10040","","LNHIMF_21485","","",""
"group_1380","","DNA-binding protein","","HFCAGB_06810","","","","","","IKCLMC_00945",""
"rusA","rusA","Crossover junction endodeoxyribonuclease rusA","","HFCAGB_03070","","","","LNHIMF_02955","","",""
"group_1379","","Putative regulator","AJBGEP_14110","","","","","","","IKCLMC_01325",""
"group_1376","","phage minor tail protein G","AJBGEP_05190","HFCAGB_06930","","","","","","",""
"group_1370","","Phage tail protein","AJBGEP_05180","HFCAGB_06920","","","","","","",""
"group_1363","","Lambda repressor-like DNA-binding protein","","HFCAGB_05290","","GEGEGB_10135","","","","",""
"group_1357","","Phage tail protein","","","","GEGEGB_22755","","LNHIMF_21630","","",""
"group_1352","","Helix-turn-helix domain-containing protein","AJBGEP_05035","","","","","LNHIMF_10995","","",""
"group_1342","tssE","type VI secretion system baseplate subunit TssE","","HFCAGB_06020","BEJGEH_05285","","","","","",""
"group_1325","","hypothetical protein","","","BEJGEH_19505","","","","ONMMKP_14680","",""
"group_1315","","Gp1","","","","","","LNHIMF_03010","ONMMKP_03795","",""
"group_1311","","Phage tail protein","","HFCAGB_14720","","GEGEGB_18055","","","","",""
"group_1296","","hypothetical protein","","HFCAGB_23815","","","","","","IKCLMC_16430",""
"group_1293","","Tail fiber assembly protein","AJBGEP_12000","","","","ODDLKH_13680","","","",""
"group_1244","","Capsid completion protein","","","","GEGEGB_22820","","","ONMMKP_20850","",""
"group_1234","","Restriction endonuclease type IV Mrr domain-containing protein","","HFCAGB_23810","","","","","","IKCLMC_16435",""
"group_1216","","Class I SAM-dependent methyltransferase","","HFCAGB_05325","","GEGEGB_10100","","","","",""
"sarA","sarA","Salmonella anti-inflammatory response activator","AJBGEP_13830","","","","","","","IKCLMC_05950",""
"group_1212","","protein-tyrosine-phosphatase","","","BEJGEH_10110","","","","","IKCLMC_09990",""
"group_1187","","Cytoplasmic protein","AJBGEP_24345","HFCAGB_24225","","","","","","",""
"group_1186","","CaiF/GrlA family transcriptional regulator","AJBGEP_24250","HFCAGB_24310","","","","","","",""
"group_1182","","Transposase IS200-like domain-containing protein","","","","GEGEGB_24370","","LNHIMF_23200","","",""
"group_1176","","Saf-pilin pilus formation protein domain-containing protein","","","","GEGEGB_13490","","","","IKCLMC_10305",""
"sefA","sefA","SEF14 fimbria major subunit SefA","","HFCAGB_23575","","3_refound_46_pseudo","","","","",""
"group_1162","lomR","Opacity protein LomR and related surface antigens","AJBGEP_05210","HFCAGB_06950","","","","","","",""
"cdiI","cdiI","CdiI family contact-dependent growth inhibition immunity protein","","","BEJGEH_10835","GEGEGB_03865","","","","",""
"group_1157","","Lysis protein","AJBGEP_05135","HFCAGB_06875","","","","","","",""
"group_1153","","Head completion protein","","","","","","","ONMMKP_20645","","PKJKAM_09205"
"group_1150","","Eaa protein","","","","","ODDLKH_08245","","","IKCLMC_04435",""
"group_1149","tssB","type VI secretion system contractile sheath small subunit","","HFCAGB_06035","BEJGEH_05300","","","","","",""
"group_1145","","Phage tail protein","","","","","","","ONMMKP_20650","","PKJKAM_09210"
"group_1139","","Uncharacterized protein pSLT049","AJBGEP_24355","HFCAGB_24215","","","","","","",""
"rrrD","rrrD","Phage-related lysozyme (muramidase) GH24 family","","HFCAGB_14735","","GEGEGB_18040","","","","",""
"group_1135","","Tail fiber assembly protein","","","","","","","","IKCLMC_05020","PKJKAM_06605"
"tssD2","tssD2","Type VI secretion system protein Hcp family","","HFCAGB_06045","BEJGEH_05305","","","","","",""
"group_1121","","HK97 family phage prohead protease","AJBGEP_12015","","","","ODDLKH_13695","","","",""
"group_1117","","Cytoplasmic protein","AJBGEP_24235","HFCAGB_24325","","","","","","",""
"group_1116","srlA","Phosphotransferase system sorbitol-specific IIC component","AJBGEP_14525","","","","ODDLKH_15840","","","",""
"group_1115","","Prophage minor tail protein Z","","","","","","","","IKCLMC_05850","8_refound_118"
"group_1112","","DUF943 domain-containing protein","","","BEJGEH_15690","GEGEGB_15985","","","","",""
"group_1106","","Phage tail protein","","HFCAGB_14680","BEJGEH_13610","","","","","",""
"group_1104","","Tail fiber assembly protein","AJBGEP_12005","","","","ODDLKH_13685","","","",""
"tssJ","tssJ","type VI secretion system lipoprotein TssJ","","HFCAGB_06000","BEJGEH_05265","","","","","",""
"sodC1","sodC1","superoxide dismutase [Cu-Zn] SodC1","AJBGEP_05215","HFCAGB_06955","","","","","","",""
"group_1089","","K88 fimbrial protein A","","","","","ODDLKH_00900","LNHIMF_22050","","",""
"group_1084","","Lysozyme","AJBGEP_06385","","","","","","","IKCLMC_04595",""
"group_1075","","Glycoside hydrolase family 108 protein","","","","GEGEGB_05910","","LNHIMF_06430","","",""
"ymfL","ymfL","YmfL family putative regulatory protein","AJBGEP_10735","HFCAGB_11090","","","","","","",""
"group_1058","","Antiterminator","AJBGEP_06340","","","","","","","IKCLMC_04540",""
"group_1056","","Fimbrial protein","","","","","","","ONMMKP_09955","","PKJKAM_03660"
"group_1054","","DUF1440 domain-containing protein","","","BEJGEH_22330","","","LNHIMF_22435","","",""
"pilS","pilS","Type 4 secretion system PilS N-terminal domain-containing protein","","HFCAGB_11210","BEJGEH_09890","","","","","",""
"group_1049","spoIVCA","Site-specific DNA recombinase SpoIVCA/DNA invertase PinE","AJBGEP_24335","HFCAGB_24235","","","","","","",""
"group_1048","","Adenylate cyclase","AJBGEP_24265","HFCAGB_24305","","","","","","",""
"group_1041","","ORF6N domain-containing protein","AJBGEP_14030","","","","","","","IKCLMC_01405",""
"group_1033","","DUF2913 domain-containing protein","AJBGEP_24365","HFCAGB_24205","","","","","","",""
"hxlB","hxlB","D-arabinose 5-phosphate isomerase GutQ","AJBGEP_14555","","","","ODDLKH_15870","","","",""
"group_1030","","Phage tail protein","AJBGEP_05175","HFCAGB_06915","","","","","","",""
"group_1018","","fimbrial protein","","","","","","","ONMMKP_09950","","PKJKAM_03655"
"group_1013","","Restriction endonuclease subunit M","","HFCAGB_23835","","","","","","IKCLMC_16415",""
"group_1007","gpA1","tail fiber assembly protein","AJBGEP_13850","","","","","","","IKCLMC_05930",""
"group_982","","Prophage CP4-57 integrase","AJBGEP_14610","","","","ODDLKH_15920","","","",""
"group_981","","fimbrial-like protein","","","","","","","ONMMKP_09960","","PKJKAM_03665"
"group_974","","Fimbrial assembly protein","","","","","","","ONMMKP_09935","","PKJKAM_03640"
"group_963","ninG","Protein ninG","","","","","","","","IKCLMC_11760","PKJKAM_15780"
"group_960","","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase","","","","","","","","IKCLMC_09575","PKJKAM_20360"
"group_946","tnp","IS3 family IS1351 transposase","","HFCAGB_14870","BEJGEH_22980","","","","","",""
"group_933","","Prophage protein","AJBGEP_14080","","","","","","","IKCLMC_01355",""
"hxlA","hxlA","3-keto-L-gulonate-6-phosphate decarboxylase","AJBGEP_14550","","","","ODDLKH_15865","","","",""
"group_924","","Cytoplasmic protein","AJBGEP_14630","","","","ODDLKH_15940","","","",""
"group_923","","Periplasmic protein","AJBGEP_14480","","","","ODDLKH_15795","","","",""
"lysE","lysE","LysE family translocator","","","BEJGEH_23185","","","LNHIMF_22985","","",""
"group_912","","DUF943 domain-containing protein","","","BEJGEH_15695","GEGEGB_15990","","","","",""
"group_910","","Terminase endonuclease subunit","","HFCAGB_14755","","GEGEGB_18020","","","","",""
"spvD","spvD","SPI-2 type III secretion system effector cysteine hydrolase SpvD","AJBGEP_24280","HFCAGB_24290","","","","","","",""
"group_906","","Gp17","","","","","","LNHIMF_03080","ONMMKP_03725","",""
"group_904","","Lipoprotein","","","BEJGEH_18165","GEGEGB_20725","","","","",""
"group_891","","Prophage protein","AJBGEP_14125","","","","","","","IKCLMC_01310",""
"group_881","","Peptidase S24/S26A/S26B/S26C domain-containing protein","AJBGEP_11990","","","","ODDLKH_13670","","","",""
"tetRA","tetR(A)","tetracycline resistance transcriptional repressor TetR(A)","","","","","","LNHIMF_23475","","","PKJKAM_20140"
"group_868","","fimbrial assembly chaperone","","HFCAGB_12100","","","","LNHIMF_11500","","",""
"group_842","","Putative replication protein of prophage CP-933X","AJBGEP_14090","","","","","","","IKCLMC_01345",""
"group_841","","Regulatory protein","AJBGEP_10745","HFCAGB_11100","","","","","","",""
"gp18","gp18","phage minor tail protein L","AJBGEP_05220","HFCAGB_06960","","","","","","",""
"group_840","","hypothetical protein","","","","","","","ONMMKP_21965","","PKJKAM_14085"
"group_838","","DUF550 domain-containing protein","AJBGEP_14085","","","","","","","IKCLMC_01350",""
"group_836","","Terminase","","","","","","","ONMMKP_20640","","PKJKAM_09200"
"group_827","","Phage protein","","","","","","","ONMMKP_20655","","PKJKAM_09215"
"group_814","fadR","DNA-binding transcriptional regulator FadR family","","","BEJGEH_07265","","","","ONMMKP_02110","",""
"spvC","spvC","type III secretion system effector phosphothreonine lyase SpvC","AJBGEP_24285","HFCAGB_24285","","","","","","",""
"group_796","","KilA-N domain-containing protein","","","","","","LNHIMF_03085","ONMMKP_03720","",""
"pltA","pltA","typhoid-like toxin S-CDT ADP-ribosylating subunit PltA","","","","GEGEGB_05905","","LNHIMF_06425","","",""
"group_789","","DNA-binding protein","","HFCAGB_11270","BEJGEH_09945","","","","","",""
"vasI","vasI","type VI secretion system-associated protein VasI","","HFCAGB_05980","BEJGEH_05245","","","","","",""
"mig5","mig-5","putative carbonic anhydrase","AJBGEP_24340","HFCAGB_24230","","","","","","",""
"yjdB","yjdB","Uncharacterized conserved protein YjdB contains Ig-like domain","AJBGEP_05185","HFCAGB_06925","","","","","","",""
"ecpD","ecpD","fimbrial chaperone","","","","","","","ONMMKP_09940","","PKJKAM_03645"
"sefB","sefB","SEF14/SEF18 fimbria chaperone SefB","","HFCAGB_23580","","GEGEGB_23935","","","","",""
"group_757","glpR","DNA-binding transcriptional regulator of sugar metabolism DeoR/GlpR family","","HFCAGB_09985","","","","","","","PKJKAM_04640"
"group_756","icmH","type IVB secretion system protein IcmH/DotU","","HFCAGB_05990","BEJGEH_05255","","","","","",""
"fabG","fabG","NAD(P)-dependent dehydrogenase short-chain alcohol dehydrogenase family","","","BEJGEH_07280","","","","ONMMKP_02125","",""
"spvA","spvA","virulence protein SpvA","AJBGEP_24300","HFCAGB_24270","","","","","","",""
"group_728","","Lipoprotein","","HFCAGB_06080","BEJGEH_05335","","","","","",""
"group_724","xerD","Site-specific recombinase XerD","AJBGEP_24240","HFCAGB_24320","","","","","","",""
"group_720","","KilA-N DNA-binding domain","","","","","","LNHIMF_03120","ONMMKP_03695","",""
"group_706","","Phage capsid protein","","","","","","","ONMMKP_20630","","PKJKAM_09190"
"aph3Ib","aph(3'')-Ib","aminoglycoside O-phosphotransferase APH(3'')-Ib","","","","","","LNHIMF_23725","","","PKJKAM_20095"
"cdtB","cdtB","cytolethal distending toxin S-CDT","","","","GEGEGB_05920","","LNHIMF_06440","","",""
"group_694","","Cytoplasmic protein","AJBGEP_14490","","","","ODDLKH_15805","","","",""
"group_691","araC","AraC family transcriptional regulator","","","BEJGEH_23190","","","LNHIMF_22990","","",""
"rfbS","rfbS","CDP-paratose synthase","","HFCAGB_11775","","GEGEGB_04155","","","","",""
"group_681","","Phage tail protein","AJBGEP_13855","","","","","","","IKCLMC_05925",""
"fba","fba","Fructose/tagatose bisphosphate aldolase","","HFCAGB_10000","","","","","","","PKJKAM_04655"
"group_671","","AAA family ATPase","AJBGEP_14115","","","","","","","IKCLMC_01320",""
"oxdD","oxdD","Oxalate decarboxylase/archaeal phosphoglucose isomerase cupin superfamily","AJBGEP_14560","","","","ODDLKH_15875","","","",""
"group_667","","putative restriction endonuclease HNH family","AJBGEP_00850","","","","ODDLKH_03215","","","",""
"group_652","","Sb28","AJBGEP_10795","HFCAGB_11160","","","","","","",""
"group_643","","DNA-binding protein","AJBGEP_10690","HFCAGB_11045","","","","","","",""
"group_635","tnp","IS3 family ISSty2 transposase ORF B","AJBGEP_14645","","","","ODDLKH_15955","","","",""
"group_634","","DUF4435 domain-containing protein","AJBGEP_14510","","","","ODDLKH_15825","","","",""
"repA","repA","incFII family plasmid replication initiator RepA","AJBGEP_24125","HFCAGB_24435","","","","","","",""
"group_617","","Phage protein","","HFCAGB_11315","BEJGEH_09980","","","","","",""
"group_611","","DNA-binding protein","AJBGEP_14590","","","","ODDLKH_15900","","","",""
"group_610","lysR","LysR family transcriptional regulator","","","BEJGEH_10135","","","LNHIMF_10450","","",""
"group_604","rfbJ","CDP-abequose synthase","","","","","","","","IKCLMC_09560","PKJKAM_20345"
"group_599","","Drug/metabolite transporter","","","","","","LNHIMF_23465","","","PKJKAM_20130"
"group_597","","Replication protein","AJBGEP_14095","","","","","","","IKCLMC_01340",""
"spvR","spvR","virulence genes transcriptional activator SpvR","AJBGEP_24310","HFCAGB_24260","","","","","","",""
"pgrR","pgrR","HTH-type transcriptional regulator PgrR","","","BEJGEH_07635","","","LNHIMF_08070","","",""
"hlyE","hlyE","hemolysin HlyE","","","","GEGEGB_07810","","LNHIMF_08125","","",""
"group_532","","Cytoplasmic protein","","","","","","","ONMMKP_23565","IKCLMC_09305",""
"group_517","","Sugar kinase","","HFCAGB_09995","","","","","","","PKJKAM_04650"
"group_507","","Tail fiber protein","","","","","","LNHIMF_03195","ONMMKP_03630","",""
"group_503","","Glycosyltransferase","","","","","","","","IKCLMC_09570","PKJKAM_20355"
"group_502","","DMT family transporter","","","BEJGEH_10145","","","LNHIMF_10460","","",""
"group_495","","Inner membrane protein","","","","","","","ONMMKP_11235","","PKJKAM_10900"
"group_491","exeA","AAA family ATPase","AJBGEP_24325","HFCAGB_24245","","","","","","",""
"srlE","srlE","Phosphotransferase system sorbitol-specific IIB component","AJBGEP_14535","","","","ODDLKH_15850","","","",""
"group_476","","Aldo/keto reductase","","HFCAGB_09990","","","","","","","PKJKAM_04645"
"gapA","gapA","glyceraldehyde-3-phosphate dehydrogenase","","","BEJGEH_10140","","","LNHIMF_10455","","",""
"group_459","","Glycosyltransferase","","HFCAGB_11760","","GEGEGB_04170","","","","",""
"sseK","sseK","type III secretion system effector arginine glycosyltransferase","AJBGEP_10510","HFCAGB_10870","","","","","","",""
"group_448","","Second mannosyl transferase","","","","","","","","IKCLMC_09590","PKJKAM_20375"
"group_446","","Acyltransferase","","","","","","","","IKCLMC_21525","PKJKAM_21605"
"intI1","intI1","class 1 integron integrase IntI1","","","","","","LNHIMF_23640","ONMMKP_14870","",""
"group_442","mviM","putative dehydrogenase","AJBGEP_14540","","","","ODDLKH_15855","","","",""
"rfbE","rfbE","CDP-paratose 2-epimerase","","HFCAGB_11770","","GEGEGB_04160","","","","",""
"group_436","","phage major capsid protein P2 family","","","","","","","ONMMKP_20635","","PKJKAM_09195"
"group_433","","Fimbrial biosynthesis regulatory protein","","HFCAGB_12090","","","","LNHIMF_11490","","",""
"csa3","csa3","IS630 family transposase","AJBGEP_24320","HFCAGB_24250","","","","","","",""
"group_413","","Glycosyltransferase","","","","","","","","IKCLMC_09580","PKJKAM_20365"
"group_412","","Bacteriophage Mx8 p63 C-terminal domain-containing protein","","","","","","","ONMMKP_03905","IKCLMC_11700",""
"group_411","tdh","Threonine dehydrogenase or related Zn-dependent dehydrogenase","","HFCAGB_10005","","","","","","","PKJKAM_04660"
"group_399","","Phage major capsid protein P2 family","","HFCAGB_14760","","GEGEGB_18015","","","","",""
"group_396","","phage portal protein","","","","","","","ONMMKP_20620","","PKJKAM_09180"
"stkG","stkG","fimbrial protein StkG","","","","","","","ONMMKP_09965","","PKJKAM_03670"
"group_388","fimB","Integrase/recombinase includes phage integrase","AJBGEP_14470","","","","ODDLKH_15785","","","",""
"group_384","","Gp9","","","","","","LNHIMF_03040","ONMMKP_03765","",""
"ydjL","ydjL","Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjL","","HFCAGB_10015","","","","","","","PKJKAM_04670"
"tssG","tssG","type VI secretion system baseplate subunit TssG","","HFCAGB_06010","BEJGEH_05275","","","","","",""
"idnD","idnD","L-idonate 5-dehydrogenase","","","BEJGEH_07270","","","","ONMMKP_02115","",""
"kfrA","kfrA","KfrA N-terminal DNA-binding domain-containing protein","AJBGEP_24350","HFCAGB_24220","","","","","","",""
"group_349","emrA","Multidrug resistance efflux pump EmrA","","","BEJGEH_18640","","","","ONMMKP_15785","",""
"group_346","","SEC-C domain-containing protein","AJBGEP_14485","","","","ODDLKH_15800","","","",""
"group_330","","Protein NO VEIN C-terminal domain-containing protein","AJBGEP_14545","","","","ODDLKH_15860","","","",""
"group_329","","Glycosyltransferase family 4 protein","","","","","","","","IKCLMC_09595","PKJKAM_20380"
"group_308","rfc","O-antigen polymerase","","","","","","","","IKCLMC_09585","PKJKAM_20370"
"tetA","tet(A)","tetracycline efflux MFS transporter Tet(A)","","","","","","LNHIMF_23470","","","PKJKAM_20135"
"tnpB","tnpB","IS200/IS605 family element transposase accessory protein TnpB","","","BEJGEH_00520","GEGEGB_00535","","","","",""
"group_284","fimB","Integrase/recombinase includes phage integrase","AJBGEP_14165","","","","","","","IKCLMC_00440",""
"glyA2","glyA2","Serine hydroxymethyltransferase 2","","HFCAGB_21820","","GEGEGB_18525","","","","",""
"group_277","","Phage protein","AJBGEP_12010","","","","ODDLKH_13690","","","",""
"rspA","rspA","D-galactonate dehydratase family member Dd703_0947","","","BEJGEH_07285","","","","ONMMKP_02130","",""
"rfbX","rfbX","Putative O-antigen transporter","","HFCAGB_11765","","GEGEGB_04165","","","","",""
"group_250","","putative ATP-binding protein involved in virulence","AJBGEP_14505","","","","ODDLKH_15820","","","",""
"group_248","","putative component of the type VI protein secretion system contains a FHA domain","","HFCAGB_06005","BEJGEH_05270","","","","","",""
"xtmB","xtmB","PBSX family phage terminase large subunit","","","","","","LNHIMF_03015","ONMMKP_03790","",""
"group_223","","Inner membrane protein","AJBGEP_14600","","","","ODDLKH_15910","","","",""
"group_220","tssK","type VI secretion system baseplate subunit TssK","","HFCAGB_05995","BEJGEH_05260","","","","","",""
