"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"galactose/methyl galactoside ABC transporter permease MglC","mglC",9,"GEGEGB_03570","COG:COG4211, COG:G, GO:0005886, GO:0008643, GO:0016020, GO:0022857, GO:0055085, KEGG:K10541, RefSeq:WP_001275103.1, SO:0001217, UniParc:UPI0000059BD7, UniRef:UniRef100_A0A725GAF1, UniRef:UniRef50_P23200, UniRef:UniRef90_P23200"
"glutamate/aspartate ABC transporter permease GltJ","gltJ",9,"GEGEGB_11650","BlastRules:WP_000020941, COG:COG0765, COG:E, EC:7.4.2.1, RefSeq:WP_000020930.1, SO:0001217, UniParc:UPI000005A15B, UniRef:UniRef100_A0A5H6JBH7, UniRef:UniRef50_P0AER4, UniRef:UniRef90_A0A377M776"
"glutamate/aspartate ABC transporter permease GltK","gltK",9,"GEGEGB_11655","EC:7.4.2.1, RefSeq:WP_000272799.1, SO:0001217, UniParc:UPI000005A15C, UniRef:UniRef100_A0A5H6KK14, UniRef:UniRef50_A0A078LJV0, UniRef:UniRef90_A0A078LJV0"
"glutamate/gamma-aminobutyrate family transporter YjeM","yjeM",9,"GEGEGB_23215","COG:COG0531, COG:E, GO:0005886, GO:0006865, GO:0015171, GO:0022857, RefSeq:WP_000149876.1, SO:0001217, UniParc:UPI000005A91F, UniRef:UniRef100_P0A2N5, UniRef:UniRef50_P39282, UniRef:UniRef90_P0A2N5"
"glutamine ABC transporter ATP-binding protein GlnQ","glnQ",9,"GEGEGB_10865","COG:COG1126, COG:E, EC:7.4.2.1, GO:0003333, GO:0005524, GO:0015424, RefSeq:WP_000569093.1, SO:0001217, UniParc:UPI000005A0D9, UniRef:UniRef100_A0A8E6Y675, UniRef:UniRef50_P48243, UniRef:UniRef90_C3THN2"
"glutamine ABC transporter permease GlnP","glnP",9,"GEGEGB_10860","COG:COG0765, COG:E, EC:7.4.2.1, GO:0006865, GO:0016020, GO:0022857, GO:0043190, GO:0055085, RefSeq:WP_001159076.1, SO:0001217, UniParc:UPI000005A0D8, UniRef:UniRef100_A0A5I0FR03, UniRef:UniRef50_P0AEQ8, UniRef:UniRef90_P0AEQ8"
"glutamine ABC transporter substrate-binding protein GlnH","glnH",9,"GEGEGB_10855","COG:COG0834, COG:ET, EC:7.4.2.1, GO:0015599, GO:0043190, GO:1903803, RefSeq:WP_000838671.1, SO:0001217, UniParc:UPI000005A0D7, UniRef:UniRef100_A0A8E6Y899, UniRef:UniRef50_P0AEQ5, UniRef:UniRef90_A0A0J2LBE2"
"glutathione ABC transporter ATP-binding protein GsiA","gsiA",9,"GEGEGB_10755","COG:COG1123, COG:O, EC:7.4.2.-, EC:7.4.2.10, GO:0000166, GO:0005524, GO:0005886, GO:0006810, GO:0015833, GO:0016887, RefSeq:WP_001120605.1, SO:0001217, UniParc:UPI000005A0C7, UniRef:UniRef100_Q8Z864, UniRef:UniRef50_Q57RB2, UniRef:UniRef90_Q57RB2"
"glutathione ABC transporter permease GsiC","gsiC",9,"GEGEGB_10745","COG:COG0601, COG:EP, EC:7.4.2.-, GO:0005886, GO:0016020, GO:0055085, KEGG:K13890, RefSeq:WP_000936066.1, SO:0001217, UniParc:UPI000005A0C5, UniRef:UniRef100_Q57RB0, UniRef:UniRef50_Q57RB0, UniRef:UniRef90_Q57RB0"
"glutathione ABC transporter permease GsiD","gsiD",9,"GEGEGB_10740","COG:COG1173, COG:EP, EC:7.4.2.-, GO:0005886, GO:0016020, GO:0055085, GO:0071916, RefSeq:WP_001236024.1, SO:0001217, UniParc:UPI000005A0C4, UniRef:UniRef100_Q57RA9, UniRef:UniRef50_P75799, UniRef:UniRef90_Q57RA9"
"glutathione ABC transporter substrate-binding protein GsiB","gsiB",9,"GEGEGB_10750","COG:COG0747, COG:E, EC:7.4.2.-, GO:0030288, GO:0034634, GO:0034775, GO:0042938, GO:0043190, GO:1904680, RefSeq:WP_000191432.1, SO:0001217, UniParc:UPI000005A0C6, UniRef:UniRef100_Q8Z863, UniRef:UniRef50_P75797, UniRef:UniRef90_Q8ZQM3"
"glycerol-3-phosphate transporter","glpT",9,"GEGEGB_03115","COG:COG2271, COG:G, GO:0015169, GO:0015794, GO:0016020, RefSeq:WP_000948703.1, SO:0001217, UniParc:UPI0000059B89, UniRef:UniRef100_A0A725FYA5, UniRef:UniRef50_P08194, UniRef:UniRef90_A0A0B7GKA2"
"glycine betaine/L-proline ABC transporter ATP-binding protein ProV","proV",9,"GEGEGB_14265","COG:COG4175, COG:E, GO:0005524, GO:0031460, SO:0001217, UniParc:UPI0002301015, UniRef:UniRef100_G5Q6R1, UniRef:UniRef50_F4GEB5, UniRef:UniRef90_A0A2X4W5J3"
"glycine betaine/L-proline ABC transporter permease ProW","proW",9,"GEGEGB_14270","COG:COG4176, COG:E, GO:0005275, GO:0006865, GO:0015226, GO:0015871, GO:0016020, GO:0031460, GO:0043190, GO:0055085, GO:1902603, RefSeq:WP_000775015.1, SO:0001217, UniParc:UPI000005A324, UniRef:UniRef100_A0A725K5M4, UniRef:UniRef50_P14176, UniRef:UniRef90_P17327"
"glycine betaine/L-proline ABC transporter substrate-binding protein ProX","proX",9,"GEGEGB_14275","COG:COG2113, COG:E, GO:0006865, GO:0022857, GO:0042597, GO:0043190, GO:0055085, RefSeq:WP_001216613.1, SO:0001217, UniParc:UPI000005A325, UniRef:UniRef100_A0A726ACF1, UniRef:UniRef50_Q8ZML1, UniRef:UniRef90_Q8ZML1"
"glycoside-pentoside-hexuronide family transporter",NA,9,"GEGEGB_19930","GO:0006814, GO:0008643, GO:0015293, GO:0016020, RefSeq:WP_000834259.1, SO:0001217, UniParc:UPI000005A6DC, UniRef:UniRef100_A0A725GA26, UniRef:UniRef50_P31435, UniRef:UniRef90_A0A2I5HMY5"
"guanine/hypoxanthine transporter GhxP","ghxP",9,"GEGEGB_22055","BlastRules:WP_000106882, COG:COG2252, COG:F, RefSeq:WP_000106903.1, SO:0001217, UniParc:UPI000005A851, UniRef:UniRef100_A0A726ACT4, UniRef:UniRef50_Q46817, UniRef:UniRef90_A0A3U6YHC2"
"high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF","livF",9,"GEGEGB_20940","COG:COG0410, COG:E, EC:7.4.2.2, GO:0005524, GO:0015658, GO:0015807, GO:0016887, RefSeq:WP_000416114.1, SO:0001217, UniParc:UPI000005A78D, UniRef:UniRef100_P0A192, UniRef:UniRef50_P22731, UniRef:UniRef90_P22731"
"high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG","livG",9,"GEGEGB_20935","BlastRules:WP_000082101, EC:7.4.2.2, GO:0005304, GO:0005524, GO:0005886, GO:0015188, GO:0015192, GO:0015808, GO:0016887, GO:0042941, GO:1903805, GO:1903806, RefSeq:WP_000082083.1, SO:0001217, UniParc:UPI000005A78C, UniRef:UniRef100_P0A194, UniRef:UniRef50_P30296, UniRef:UniRef90_P0A194"
"high-affinity branched-chain amino acid ABC transporter permease LivH","livH",9,"GEGEGB_20925","COG:COG0559, COG:E, EC:7.4.2.2, GO:0005304, GO:0005886, GO:0015188, GO:0015190, GO:0015192, GO:0015808, GO:0015823, GO:0016020, GO:0022857, GO:0042941, GO:0055085, GO:0098713, GO:1903785, GO:1903806, RefSeq:WP_000003007.1, SO:0001217, UniParc:UPI000005A78A, UniRef:UniRef100_P0A2J2, UniRef:UniRef50_P21627, UniRef:UniRef90_P0A2J2"
"high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK","livK",9,"GEGEGB_20920","BlastRules:WP_000822976, COG:COG0683, COG:E, GO:0006865, GO:0042597, RefSeq:WP_000822976.1, SO:0001217, UniParc:UPI000005A789, UniRef:UniRef100_P0A1W7, UniRef:UniRef50_P04816, UniRef:UniRef90_P0A1W7"
"histidine ABC transporter ATP-binding protein HisP","hisP",9,"GEGEGB_02775","COG:COG4598, COG:E, EC:7.4.2.1, RefSeq:WP_001763985.1, SO:0001217, UniParc:UPI000190B0BE, UniRef:UniRef100_Q8Z511, UniRef:UniRef50_P02915, UniRef:UniRef90_A9MJ74"
"histidine ABC transporter permease HisM","hisM",9,"GEGEGB_02770","BlastRules:WP_000569771, COG:COG4160, COG:E, GO:0006865, GO:0022857, GO:0043190, RefSeq:WP_000569771.1, SO:0001217, UniParc:UPI0000059B44, UniRef:UniRef100_P0A2I8, UniRef:UniRef50_P0AEU5, UniRef:UniRef90_P0AEU5"
"histidine ABC transporter substrate-binding protein HisJ","hisJ",9,"GEGEGB_02760","COG:COG0834, COG:ET, EC:7.4.2.1, GO:0006865, GO:0030288, RefSeq:WP_000731871.1, SO:0001217, UniParc:UPI0000059B42, UniRef:UniRef100_A0A725FXZ5, UniRef:UniRef50_P02910, UniRef:UniRef90_P02910"
"inner membrane protein YhjD","yhjD",9,"GEGEGB_20660","COG:COG1295, COG:S, RefSeq:WP_000191231.1, SO:0001217, UniParc:UPI000005A75C, UniRef:UniRef100_A0A5X7P2F2, UniRef:UniRef50_P45417, UniRef:UniRef90_A0A2I5HML2"
"inorganic phosphate transporter PitA","pitA",9,"GEGEGB_20760","COG:COG0306, COG:P, GO:0016020, RefSeq:WP_000902764.1, SO:0001217, UniParc:UPI000005A76D, UniRef:UniRef100_A0A725VGY2, UniRef:UniRef50_P43676, UniRef:UniRef90_A0A2I5HMN4"
"ion channel protein","yfeO",9,"GEGEGB_02455","COG:COG0038, COG:P, GO:0005247, GO:0005886, RefSeq:WP_000468932.1, SO:0001217, UniParc:UPI0000059B0F, UniRef:UniRef100_Q8Z4X8, UniRef:UniRef50_P67730, UniRef:UniRef90_Q8Z4X8"
"iron ABC transporter ATP-binding protein FetA","fetA",9,"GEGEGB_12420","COG:COG4619, COG:P, RefSeq:WP_000166987.1, SO:0001217, UniParc:UPI000005A1E2, UniRef:UniRef100_A0A725K377, UniRef:UniRef50_P77279, UniRef:UniRef90_A0A379S6R7"
"iron export ABC transporter permease subunit FetB","fetB",9,"GEGEGB_12415","COG:COG0390, COG:P, RefSeq:WP_001002121.1, SO:0001217, UniParc:UPI000005A1E1, UniRef:UniRef100_A0A0H2VNL6, UniRef:UniRef50_P77307, UniRef:UniRef90_A8AJU4"
"iron-enterobactin ABC transporter permease","fepG",9,"GEGEGB_12000","COG:COG4779, COG:P, EC:7.2.2.-, GO:0022857, RefSeq:WP_000480067.1, SO:0001217, UniParc:UPI000005A19B, UniRef:UniRef100_E8X962, UniRef:UniRef50_P23877, UniRef:UniRef90_A9ML38"
"iron/manganese ABC transporter ATP-binding protein SitB","sitB",9,"GEGEGB_14545","BlastRules:WP_000083153, BlastRules:WP_032491456, COG:COG1121, COG:P, GO:0005524, RefSeq:WP_000083163.1, SO:0001217, UniParc:UPI000005A356, UniRef:UniRef100_A0A725FX73, UniRef:UniRef50_W9BI28, UniRef:UniRef90_A0A5P2MEN2"
"iron/manganese ABC transporter permease subunit SitC","sitC",9,"GEGEGB_14550","BlastRules:WP_001101723, BlastRules:WP_001104336, COG:COG1108, COG:P, RefSeq:WP_001104338.1, SO:0001217, UniParc:UPI000005A357, UniRef:UniRef100_A0A725VP87, UniRef:UniRef50_Q56954, UniRef:UniRef90_A0A0V9JUM3"
"iron/manganese ABC transporter permease subunit SitD","sitD",9,"GEGEGB_14555","BlastRules:WP_000480208, BlastRules:WP_032491457, COG:COG1108, COG:P, RefSeq:WP_000477918.1, SO:0001217, UniParc:UPI000005A358, UniRef:UniRef100_A0A5I4K748, UniRef:UniRef50_P44660, UniRef:UniRef90_A0A2I5HD40"
"iron/manganese ABC transporter substrate-binding protein SitA","sitA",9,"GEGEGB_14540","BlastRules:WP_000182930, BlastRules:WP_000949004, COG:COG0803, COG:P, RefSeq:WP_000182930.1, SO:0001217, UniParc:UPI000005A355, UniRef:UniRef100_A0A1S0ZIH7, UniRef:UniRef50_A8ANU3, UniRef:UniRef90_A0A2I5HDQ7"
"isocitrate lyase","aceA",9,"GEGEGB_21740","COG:C, COG:COG2224, EC:4.1.3.1, GO:0004451, GO:0005829, GO:0006097, GO:0006099, GO:0019752, GO:0043169, GO:0046872, RefSeq:WP_000857886.1, SO:0001217, UniParc:UPI000005A813, UniRef:UniRef100_A0A725K2V9, UniRef:UniRef50_P51066, UniRef:UniRef90_P51066"
"kdo(2)-lipid A phosphoethanolamine 7''-transferase","eptB",9,"GEGEGB_20500","COG:COG2194, COG:M, EC:2.7.8.42, GO:0005886, GO:0008484, GO:0009244, GO:0009245, GO:0043838, KEGG:K12975, RefSeq:WP_001269253.1, SO:0001217, UniParc:UPI000005A743, UniRef:UniRef100_A0A725G112, UniRef:UniRef50_P37661, UniRef:UniRef90_P43666"
"kdo(2)-lipid IV(A) palmitoleoyltransferase","lpxP",9,"GEGEGB_02485","COG:COG1560, COG:I, EC:2.3.1.242, GO:0008951, GO:0009409, GO:0016020, GO:0036104, RefSeq:WP_000484431.1, SO:0001217, UniParc:UPI0000059B13, UniRef:UniRef100_G5R382, UniRef:UniRef50_P0ACV2, UniRef:UniRef90_A0A376HLW2"
"large-conductance mechanosensitive channel protein MscL","mscL",9,"GEGEGB_21640","COG:COG1970, COG:M, GO:0005886, GO:0008381, RefSeq:WP_000008119.1, SO:0001217, UniParc:UPI000005A804, UniRef:UniRef100_B5F7R7, UniRef:UniRef50_Q2NQQ0, UniRef:UniRef90_A8AQI5"
"lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase","lpxM",9,"GEGEGB_05275","COG:COG1560, COG:I, EC:2.3.1.243, GO:0005886, GO:0009103, GO:0009245, GO:0009276, GO:0016746, GO:0016747, GO:0019107, GO:0036104, RefSeq:WP_000448401.1, SO:0001217, UniParc:UPI0000059CFB, UniRef:UniRef100_A0A8E6Y512, UniRef:UniRef50_P24205, UniRef:UniRef90_P24205"
"lipid A ABC transporter ATP-binding protein/permease MsbA","msbA",9,"GEGEGB_10295","COG:COG1132, COG:V, EC:7.5.2.5, EC:7.5.2.6, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0034040, GO:0055085, GO:0140359, RefSeq:WP_000551246.1, SO:0001217, UniParc:UPI000005A06E, UniRef:UniRef100_Q57R14, UniRef:UniRef50_Q9KQW9, UniRef:UniRef90_P60753"
"lipid A hydroxylase LpxO","lpxO",9,"GEGEGB_22140","COG:COG3555, COG:O, GO:0018193, RefSeq:WP_000457029.1, SO:0001217, UniParc:UPI000005A864, UniRef:UniRef100_A0A3U7XN58, UniRef:UniRef50_Q88K68, UniRef:UniRef90_S5N3G1"
"lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase","waaA",9,"GEGEGB_20060","COG:COG1519, COG:M, EC:2.4.99.12, EC:2.4.99.13, GO:0005886, GO:0009244, GO:0009245, GO:0016020, GO:0016740, GO:0036104, GO:0043842, RefSeq:WP_000891584.1, SO:0001217, UniParc:UPI000005A6F3, UniRef:UniRef100_A0A5I5VBY3, UniRef:UniRef50_P0AC77, UniRef:UniRef90_P0AC77"
"lipid asymmetry maintenance ABC transporter permease subunit MlaE","mlaE",9,"GEGEGB_17010","COG:COG0767, COG:M, GO:0043190, KEGG:K02066, RefSeq:WP_000925786.1, SO:0001217, UniParc:UPI000005A509, UniRef:UniRef100_A0A8E7CPH8, UniRef:UniRef50_P45030, UniRef:UniRef90_A0A379T4M2"
"lipid asymmetry maintenance protein MlaB","mlaB",9,"GEGEGB_16995","COG:COG3113, COG:M, KEGG:K07122, RefSeq:WP_000188843.1, SO:0001217, UniParc:UPI000005A506, UniRef:UniRef100_A0A725VHP0, UniRef:UniRef50_A8AQ82, UniRef:UniRef90_A0A2I5HLL8"
"lipid-A-disaccharide synthase","lpxB",9,"GEGEGB_01225","COG:COG0763, COG:M, EC:2.4.1.182, GO:0008915, GO:0009245, RefSeq:WP_000741216.1, SO:0001217, UniParc:UPI0000059A43, UniRef:UniRef100_Q57T26, UniRef:UniRef50_P45011, UniRef:UniRef90_Q8X8X7"
"lipopolysaccharide 1,2-glucosyltransferase RfaJ","rfaJ",9,"GEGEGB_20095","BlastRules:WP_000376841, BlastRules:WP_000376865, COG:COG1442, COG:M, EC:2.4.1.58, GO:0008918, GO:0008919, GO:0009244, GO:0046872, RefSeq:WP_000376863.1, SO:0001217, UniParc:UPI000005A6FB, UniRef:UniRef100_A0A725K3F3, UniRef:UniRef50_P27129, UniRef:UniRef90_P19817"
"lipopolysaccharide 1,6-galactosyltransferase","waaB",9,"GEGEGB_20085","COG:COG0438, COG:M, EC:2.4.1.-, EC:2.4.1.44, GO:0009244, GO:0016757, RefSeq:WP_000704702.1, SO:0001217, UniParc:UPI000005A6F9, UniRef:UniRef100_A0A725VH14, UniRef:UniRef50_P27127, UniRef:UniRef90_Q06994"
"lipopolysaccharide 3-alpha-galactosyltransferase","waaO",9,"GEGEGB_20090","COG:COG1442, COG:M, EC:2.4.1.44, GO:0008918, GO:0009103, GO:0009244, GO:0046872, RefSeq:WP_000088491.1, SO:0001217, UniParc:UPI000005A6FA, UniRef:UniRef100_A0A725VPI1, UniRef:UniRef50_P19816, UniRef:UniRef90_P19816"
"lipopolysaccharide ABC transporter substrate-binding protein LptA","lptA",9,"GEGEGB_17040","COG:COG1934, COG:M, EC:7.5.2.5, RefSeq:WP_000669770.1, SO:0001217, UniParc:UPI00000CD404, UniRef:UniRef100_E8XD21, UniRef:UniRef50_P0ADV3, UniRef:UniRef90_A0A1B3F5L4"
"lipopolysaccharide N-acetylmannosaminouronosyltransferase","wecG",9,"GEGEGB_17765","COG:COG1922, COG:M, EC:2.4.1.180, GO:0009246, GO:0016758, GO:0047241, RefSeq:WP_000183613.1, SO:0001217, UniParc:UPI000005A584, UniRef:UniRef100_Q8Z397, UniRef:UniRef50_Q6CZF2, UniRef:UniRef90_Q8Z397"
"lipopolysaccharide assembly protein LapB","lapB",9,"GEGEGB_08560","COG:COG2956, COG:M, GO:0005506, GO:0005515, GO:0005829, GO:0005886, GO:0008653, GO:0009898, GO:0046872, GO:0046890, RefSeq:WP_000891378.1, SO:0001217, UniParc:UPI0000059F38, UniRef:UniRef100_A0A5W1RIG3, UniRef:UniRef50_P0AB60, UniRef:UniRef90_P0AB60"
"lipopolysaccharide core heptose(I) kinase RfaP","rfaP",9,"GEGEGB_20075","EC:2.7.1.-, GO:0005524, GO:0009103, GO:0009244, GO:0016301, GO:0016310, RefSeq:WP_000229818.1, SO:0001217, UniParc:UPI000005A6F6, UniRef:UniRef100_A0A725FWD5, UniRef:UniRef50_Q9HUF7, UniRef:UniRef90_Q06995"
"lipopolysaccharide core heptose(II) kinase RfaY","rfaY",9,"GEGEGB_20100","EC:2.7.1.-, GO:0005524, GO:0009244, GO:0016301, GO:0016310, RefSeq:WP_000582822.1, SO:0001217, UniParc:UPI000005A6FC, UniRef:UniRef100_A0A725G0S5, UniRef:UniRef50_P26472, UniRef:UniRef90_P26472"
"lipopolysaccharide core heptose(II)-phosphate phosphatase","pmrG",9,"GEGEGB_03045","BlastRules:WP_000879248, EC:3.1.3.-, GO:0008653, GO:0016791, GO:0042597, RefSeq:WP_000879245.1, SO:0001217, UniParc:UPI0000059B7B, UniRef:UniRef100_Q8Z543, UniRef:UniRef50_Q83QU0, UniRef:UniRef90_Q8Z543"
"lipopolysaccharide core heptosyltransferase RfaQ","rfaQ",9,"GEGEGB_20065","COG:COG0859, COG:M, EC:2.4.-.-, GO:0016757, RefSeq:WP_071525109.1, SO:0001217, UniParc:UPI00031B0149, UniRef:UniRef100_A0A725K4W6, UniRef:UniRef50_P25742, UniRef:UniRef90_A0A2X5A4U6"
"lipopolysaccharide heptosyltransferase RfaC","rfaC",9,"GEGEGB_20120","COG:COG0859, COG:M, EC:2.-.-.-, EC:2.4.-.-, GO:0005829, GO:0008713, GO:0008920, GO:0009244, KEGG:K02841, RefSeq:WP_001264610.1, SO:0001217, UniParc:UPI000005A700, UniRef:UniRef100_A0A726ANM7, UniRef:UniRef50_P24173, UniRef:UniRef90_P26469"
"lipoprotein insertase outer membrane protein LolB","lolB",9,"GEGEGB_05845","COG:COG3017, COG:M, GO:0008320, GO:0009279, GO:0009306, GO:0015031, GO:0044874, RefSeq:WP_000174482.1, SO:0001217, UniParc:UPI0000059D5F, UniRef:UniRef100_Q8Z6A0, UniRef:UniRef50_Q8CW45, UniRef:UniRef90_Q8Z6A0"
"lipoprotein-releasing ABC transporter ATP-binding protein LolD","lolD",9,"GEGEGB_09000","EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0022857, GO:0042953, GO:0044874, GO:0055085, GO:0089705, RefSeq:WP_001033714.1, SO:0001217, UniParc:UPI0000059F86, UniRef:UniRef100_Q5PGR6, UniRef:UniRef50_P75957, UniRef:UniRef90_Q5PGR6"
"lipoprotein-releasing ABC transporter permease subunit LolC","lolC",9,"GEGEGB_09005","COG:COG4591, COG:M, GO:0005886, GO:0016020, GO:0042953, RefSeq:WP_001518787.1, SO:0001217, UniParc:UPI0000227E92, UniRef:UniRef100_A0A3U7XIS6, UniRef:UniRef50_P0ADC5, UniRef:UniRef90_P0ADC5"
"lipoprotein-releasing ABC transporter permease subunit LolE","lolE",9,"GEGEGB_08995","COG:COG4591, COG:M, GO:0042953, RefSeq:WP_000168092.1, SO:0001217, UniParc:UPI0000059F85, UniRef:UniRef100_A0A3U7XIT7, UniRef:UniRef50_P75958, UniRef:UniRef90_A0A2I5HHS0"
"long-chain fatty acid transporter FadL","fadL",9,"GEGEGB_02570","BlastRules:WP_001766332, COG:COG2067, COG:I, GO:0006869, GO:0009279, KEGG:K06076, RefSeq:WP_001766332.1, SO:0001217, UniParc:UPI0000E8AB84, UniRef:UniRef100_Q8Z4Y8, UniRef:UniRef50_P10384, UniRef:UniRef90_P10384"
"low affinity potassium transporter Kup","kup",9,"GEGEGB_19215","COG:COG3158, COG:P, GO:0005886, GO:0015079, GO:0015293, GO:0016020, RefSeq:WP_000102337.1, SO:0001217, UniParc:UPI000005A671, UniRef:UniRef100_Q8Z2R2, UniRef:UniRef50_A1JHR6, UniRef:UniRef90_Q8XAW9"
"lysine-specific permease","lysP",9,"GEGEGB_03495","BlastRules:WP_000253273, COG:COG0833, COG:E, GO:0003333, GO:0005886, GO:0015171, GO:0015189, GO:0042802, GO:0043200, GO:0097639, RefSeq:WP_000534995.1, SO:0001217, UniParc:UPI0000059BCD, UniRef:UniRef100_A0A726AAP0, UniRef:UniRef50_P25737, UniRef:UniRef90_P25737"
"lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT","argT",9,"GEGEGB_02755","COG:COG0834, COG:ET, GO:0006865, GO:0030288, RefSeq:WP_000754418.1, SO:0001217, UniParc:UPI0000059B41, UniRef:UniRef100_A0A1S0ZLN2, UniRef:UniRef50_P02911, UniRef:UniRef90_P02911"
"lysophospholipid transporter LplT","lplT",9,"GEGEGB_15335","GO:0005886, GO:0022857, GO:0051978, GO:0055085, RefSeq:WP_000004684.1, SO:0001217, UniParc:UPI000005A3E7, UniRef:UniRef100_Q8Z407, UniRef:UniRef50_A7ZQU1, UniRef:UniRef90_Q8Z407"
"macrolide ABC transporter ATP-binding protein/permease MacB","macB",9,"GEGEGB_10505","COG:COG1136, COG:M, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016887, GO:0022857, GO:0046677, GO:1990195, RefSeq:WP_000125880.1, SO:0001217, UniParc:UPI000005A095, UniRef:UniRef100_Q8Z824, UniRef:UniRef50_Q2EHL8, UniRef:UniRef90_Q8ZQE4"
"macrolide transporter subunit MacA","macA",9,"GEGEGB_10510","COG:COG0845, COG:MV, GO:0019898, GO:0022857, GO:1990195, GO:1990961, RefSeq:WP_001201759.1, SO:0001217, UniParc:UPI000005A096, UniRef:UniRef100_A0A5I4K9J3, UniRef:UniRef50_P75830, UniRef:UniRef90_A9MI10"
"magnesium/cobalt transporter CorA","corA",9,"GEGEGB_17640","COG:COG0598, COG:P, GO:0005886, GO:0006824, GO:0015087, GO:0015095, GO:0015693, RefSeq:WP_000947139.1, SO:0001217, UniParc:UPI000005A571, UniRef:UniRef100_Q57HQ5, UniRef:UniRef50_Q8ZAG5, UniRef:UniRef90_P0ABI6"
"maltose ABC transporter permease MalF","malF",9,"GEGEGB_21850","COG:COG1175, COG:G, EC:7.5.2.1, GO:0005886, GO:0008643, GO:0043190, GO:0055085, RefSeq:WP_000382568.1, SO:0001217, UniParc:UPI000005A829, UniRef:UniRef100_Q8Z1U2, UniRef:UniRef50_P02916, UniRef:UniRef90_Q8Z1U2"
"maltose ABC transporter permease MalG","malG",9,"GEGEGB_21845","COG:COG3833, COG:G, EC:7.5.2.1, GO:0005886, GO:0008643, GO:0016020, GO:0055085, RefSeq:WP_001252081.1, SO:0001217, UniParc:UPI000005A828, UniRef:UniRef100_Q8Z1U3, UniRef:UniRef50_P26468, UniRef:UniRef90_P26468"
"maltose/maltodextrin ABC transporter ATP-binding protein MalK","malK",9,"GEGEGB_21860","COG:COG3839, COG:G, EC:7.5.2.1, GO:0005524, GO:0008643, GO:0015423, GO:0016887, GO:0043190, GO:0055085, GO:0140359, RefSeq:WP_000179176.1, SO:0001217, UniParc:UPI000005A82B, UniRef:UniRef100_Q57GZ7, UniRef:UniRef50_Q8FB37, UniRef:UniRef90_Q8FB37"
"maltose/maltodextrin ABC transporter substrate-binding protein MalE","malE",9,"GEGEGB_21855","COG:COG2182, COG:G, EC:7.5.2.1, GO:0008643, GO:0015144, GO:0015768, GO:0030288, GO:0042956, GO:0055052, GO:0055085, GO:1901982, RefSeq:WP_000695415.1, SO:0001217, UniParc:UPI000005A82A, UniRef:UniRef100_A0A379WHZ0, UniRef:UniRef50_D2CVN7, UniRef:UniRef90_P19576"
"mechanosensitive channel MscK","mscK",9,"GEGEGB_12555","COG:COG3264, COG:M, GO:0016020, GO:0055085, KEGG:K03577, RefSeq:WP_000178244.1, SO:0001217, UniParc:UPI000005A1F8, UniRef:UniRef100_A0A725K4U3, UniRef:UniRef50_P77338, UniRef:UniRef90_A0A0V9JZ45"
"mechanosensitive channel protein","ybiO",9,"GEGEGB_10870","COG:COG0668, COG:M, GO:0055085, RefSeq:WP_001267712.1, SO:0001217, UniParc:UPI000005A0DA, UniRef:UniRef100_A0A726ANU4, UniRef:UniRef50_P75783, UniRef:UniRef90_A0A3R0E3V8"
"melibiose:sodium transporter MelB","melB",9,"GEGEGB_22215","COG:COG2211, COG:G, GO:0005886, GO:0006814, GO:0008643, GO:0015293, GO:0016020, GO:0022857, GO:0071702, RefSeq:WP_000028072.1, SO:0001217, UniParc:UPI000005A871, UniRef:UniRef100_A0A725K439, UniRef:UniRef50_P02921, UniRef:UniRef90_P30878"
"membrane integrity-associated transporter subunit PqiA","pqiA",9,"GEGEGB_09830","COG:COG2995, COG:M, RefSeq:WP_000333152.1, SO:0001217, UniParc:UPI000005A015, UniRef:UniRef100_A0A8E6Y7H8, UniRef:UniRef50_P0AFM0, UniRef:UniRef90_A0A2I5HIP3"
"membrane integrity-associated transporter subunit PqiC","pqiC",9,"GEGEGB_09820","COG:COG3009, COG:M, RefSeq:WP_000759136.1, SO:0001217, UniParc:UPI000005A013, UniRef:UniRef100_A0A8E6XAS3, UniRef:UniRef50_H5UX00, UniRef:UniRef90_A0A2C9P1I4"
"membrane protein insertase YidC","yidC",9,"GEGEGB_19420","COG:COG0706, COG:M, GO:0005886, GO:0015031, GO:0016020, GO:0032977, RefSeq:WP_000378272.1, SO:0001217, UniParc:UPI000005A696, UniRef:UniRef100_Q8Z2N7, UniRef:UniRef50_Q8ZKY4, UniRef:UniRef90_Q8ZKY4"
"metal-binding protein ZinT","zinT",9,"GEGEGB_06040","COG:COG3443, COG:P, GO:0008270, RefSeq:WP_000234684.1, SO:0001217, UniParc:UPI0000059D86, UniRef:UniRef100_A0A1S0ZKP0, UniRef:UniRef50_P76344, UniRef:UniRef90_A0A344R2Y1"
