Gene,Non-unique Gene name,Annotation,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
group_697,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,AJBGEP_04345,HFCAGB_04620,BEJGEH_04215,GEGEGB_10785,ODDLKH_06675,LNHIMF_04850,ONMMKP_06360,IKCLMC_07210,PKJKAM_05265
proC,proC,pyrroline-5-carboxylate reductase,AJBGEP_02025,HFCAGB_02040,BEJGEH_01975,GEGEGB_13070,ODDLKH_04365,LNHIMF_02065,ONMMKP_08875,IKCLMC_10735,PKJKAM_16800
mlaF,mlaF,phospholipid ABC transporter ATP-binding protein MlaF,AJBGEP_17470,HFCAGB_17735,BEJGEH_16705,GEGEGB_17015,ODDLKH_18785,LNHIMF_16820,ONMMKP_17640,IKCLMC_17685,PKJKAM_08580
truA,truA,tRNA pseudouridine(38-40) synthase TruA,AJBGEP_12695,HFCAGB_13165,BEJGEH_11970,GEGEGB_02690,ODDLKH_14375,LNHIMF_12530,ONMMKP_22405,IKCLMC_08145,PKJKAM_14525
pduB,pduB,propanediol utilization microcompartment protein PduB,AJBGEP_11000,HFCAGB_11505,BEJGEH_10290,GEGEGB_04435,ODDLKH_12675,LNHIMF_10605,ONMMKP_24045,IKCLMC_09850,PKJKAM_20625
minD,minD,septum site-determining protein MinD,AJBGEP_09535,HFCAGB_07315,BEJGEH_06255,GEGEGB_05645,ODDLKH_11535,LNHIMF_09435,ONMMKP_01110,IKCLMC_21755,PKJKAM_21835
group_693,dppC,ABC-type dipeptide/oligopeptide/nickel transport system permease component,AJBGEP_06665,HFCAGB_10200,BEJGEH_09170,GEGEGB_06005,ODDLKH_08665,LNHIMF_06525,ONMMKP_04395,IKCLMC_04880,PKJKAM_02445
atpB,atpB,F0F1 ATP synthase subunit A,AJBGEP_20390,HFCAGB_20625,BEJGEH_19625,GEGEGB_19260,ODDLKH_21645,LNHIMF_19620,ONMMKP_14570,IKCLMC_12575,PKJKAM_08060
cbiO,cbiO,energy-coupling factor ABC transporter ATP-binding protein,AJBGEP_10900,HFCAGB_11405,BEJGEH_10190,GEGEGB_04545,ODDLKH_12575,LNHIMF_10505,ONMMKP_24150,IKCLMC_09950,PKJKAM_20725
group_690,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,AJBGEP_04480,HFCAGB_04760,BEJGEH_04305,GEGEGB_10695,ODDLKH_06815,LNHIMF_04985,ONMMKP_06220,IKCLMC_07350,PKJKAM_05125
metQ,metQ,methionine ABC transporter substrate-binding lipoprotein MetQ,AJBGEP_01295,HFCAGB_01295,BEJGEH_01345,GEGEGB_01335,ODDLKH_03660,LNHIMF_01280,ONMMKP_09590,IKCLMC_14755,PKJKAM_00815
fkpA,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase,AJBGEP_18185,HFCAGB_18460,BEJGEH_17420,GEGEGB_21425,ODDLKH_19505,LNHIMF_17535,ONMMKP_16935,IKCLMC_14695,PKJKAM_19565
asrB,asrB,anaerobic sulfite reductase subunit AsrB,AJBGEP_13645,HFCAGB_14170,BEJGEH_12925,GEGEGB_01665,ODDLKH_15310,LNHIMF_13450,ONMMKP_21455,IKCLMC_06135,PKJKAM_13575
yecE,yecE,Sugar isomerase-related protein YecE UPF0759/DUF72 family,AJBGEP_10010,HFCAGB_06565,BEJGEH_05815,GEGEGB_05205,ODDLKH_11990,LNHIMF_09900,ONMMKP_00630,IKCLMC_21235,PKJKAM_21315
cof,cof,HMP-PP phosphatase,AJBGEP_02390,HFCAGB_02415,BEJGEH_02330,GEGEGB_12670,ODDLKH_04730,LNHIMF_02410,ONMMKP_08505,IKCLMC_11100,PKJKAM_16435
cysE,cysE,serine O-acetyltransferase,AJBGEP_19475,HFCAGB_19750,BEJGEH_18725,GEGEGB_20190,ODDLKH_20775,LNHIMF_18710,ONMMKP_15700,IKCLMC_13420,PKJKAM_18330
rplB,rplB,50S ribosomal protein L2,AJBGEP_18105,HFCAGB_18380,BEJGEH_17340,GEGEGB_21505,ODDLKH_19425,LNHIMF_17455,ONMMKP_17015,IKCLMC_00590,8_refound_113_pseudo
bacA,bacA,undecaprenyl-diphosphate phosphatase,AJBGEP_16920,HFCAGB_17195,BEJGEH_16165,GEGEGB_16435,ODDLKH_18220,LNHIMF_16295,ONMMKP_18165,IKCLMC_18240,PKJKAM_09340
sitB,sitB,iron/manganese ABC transporter ATP-binding protein SitB,AJBGEP_15135,HFCAGB_15370,BEJGEH_14270,GEGEGB_14545,ODDLKH_16445,LNHIMF_14510,ONMMKP_20070,IKCLMC_20025,PKJKAM_12605
eMpr,eMpr,V8-like Glu-specific endopeptidase,AJBGEP_07820,HFCAGB_08990,BEJGEH_08015,GEGEGB_07390,ODDLKH_09825,LNHIMF_07690,ONMMKP_02840,IKCLMC_23455,PKJKAM_23555
nlpC,nlpC,Cell wall-associated hydrolase NlpC_P60 family,AJBGEP_07575,HFCAGB_09250,BEJGEH_08265,GEGEGB_06900,ODDLKH_09580,LNHIMF_07430,ONMMKP_03085,IKCLMC_23710,PKJKAM_00375
cobB,cobB,Sir2 family NAD+-dependent deacetylase,AJBGEP_06115,HFCAGB_10395,BEJGEH_09370,GEGEGB_08985,ODDLKH_08145,LNHIMF_06320,ONMMKP_04585,IKCLMC_04335,PKJKAM_02635
group_684,cDA1,Peptidoglycan/xylan/chitin deacetylase PgdA/NodB/CDA1 family,AJBGEP_01610,HFCAGB_01605,BEJGEH_01550,GEGEGB_13465,ODDLKH_03965,LNHIMF_01600,ONMMKP_09335,IKCLMC_10330,PKJKAM_17220
rsmA,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,AJBGEP_00475,HFCAGB_00450,BEJGEH_00470,GEGEGB_00485,ODDLKH_02845,LNHIMF_00465,ONMMKP_10460,IKCLMC_15580,PKJKAM_10075
iclR,iclR,glyoxylate bypass operon transcriptional repressor IclR,AJBGEP_22000,HFCAGB_22240,BEJGEH_21240,GEGEGB_21750,ODDLKH_00230,LNHIMF_21180,ONMMKP_13015,IKCLMC_04965,PKJKAM_06660
dapF,dapF,diaminopimelate epimerase,AJBGEP_20765,HFCAGB_20985,BEJGEH_20010,GEGEGB_17665,ODDLKH_22015,LNHIMF_19995,ONMMKP_14210,IKCLMC_02465,PKJKAM_07695
bax,bax,protein bax,AJBGEP_19290,HFCAGB_19565,BEJGEH_18530,GEGEGB_20380,ODDLKH_20590,LNHIMF_18535,ONMMKP_15895,IKCLMC_13605,PKJKAM_18515
mepA,mepA,penicillin-insensitive murein endopeptidase,AJBGEP_12770,HFCAGB_13245,BEJGEH_12040,GEGEGB_02610,ODDLKH_14450,LNHIMF_12600,ONMMKP_22330,IKCLMC_08070,PKJKAM_14450
group_680,wcaG,Nucleoside-diphosphate-sugar epimerase,AJBGEP_11165,HFCAGB_11670,BEJGEH_10455,GEGEGB_04260,ODDLKH_12840,LNHIMF_11065,ONMMKP_23875,IKCLMC_09675,PKJKAM_20460
thiK,thiK,thiamine kinase,AJBGEP_06050,HFCAGB_10460,BEJGEH_09435,GEGEGB_09055,ODDLKH_08080,LNHIMF_06255,ONMMKP_04650,IKCLMC_04270,PKJKAM_02700
dapD,dapD,2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase,AJBGEP_01125,HFCAGB_01125,BEJGEH_01175,GEGEGB_01135,ODDLKH_03490,LNHIMF_01105,ONMMKP_09765,IKCLMC_14925,PKJKAM_03465
cpdA,cpdA,3'5'-cyclic-AMP phosphodiesterase,AJBGEP_16805,HFCAGB_17080,BEJGEH_16035,GEGEGB_16320,ODDLKH_18105,LNHIMF_16170,ONMMKP_18280,IKCLMC_18355,PKJKAM_09455
nadE,nadE,ammonia-dependent NAD(+) synthetase,AJBGEP_06940,HFCAGB_09885,BEJGEH_08890,GEGEGB_06305,ODDLKH_08940,LNHIMF_06805,ONMMKP_04115,IKCLMC_24335,PKJKAM_04540
glpG,glpG,rhomboid family intramembrane serine protease GlpG,AJBGEP_18565,HFCAGB_18835,BEJGEH_17805,GEGEGB_21090,ODDLKH_19875,LNHIMF_17855,ONMMKP_16615,IKCLMC_14330,PKJKAM_19235
group_678,tktA1,Transketolase N-terminal subunit,AJBGEP_12560,HFCAGB_13030,BEJGEH_11835,GEGEGB_02825,ODDLKH_14240,LNHIMF_12395,ONMMKP_22540,IKCLMC_08280,PKJKAM_14660
ampD,ampD,N-acetyl-anhydromuramyl-L-alanine amidase AmpD,AJBGEP_04615,HFCAGB_04895,BEJGEH_04440,GEGEGB_10560,ODDLKH_06950,LNHIMF_05120,ONMMKP_06085,IKCLMC_07485,PKJKAM_04990
nlpA,nlpA,ABC-type metal ion transport system periplasmic component/surface antigen,AJBGEP_02665,HFCAGB_02690,BEJGEH_02620,GEGEGB_12375,ODDLKH_05005,LNHIMF_02690,ONMMKP_08230,IKCLMC_11380,PKJKAM_16155
ftsQ,ftsQ,cell division protein FtsQ,AJBGEP_00685,HFCAGB_00670,BEJGEH_00695,GEGEGB_00710,ODDLKH_03055,LNHIMF_00675,ONMMKP_10245,IKCLMC_15365,PKJKAM_09860
cysT,cysT,sulfate/thiosulfate ABC transporter permease CysT,AJBGEP_13090,HFCAGB_13595,BEJGEH_12360,GEGEGB_02260,ODDLKH_14765,LNHIMF_12915,ONMMKP_22010,IKCLMC_06680,PKJKAM_14130
xapA,xapA,xanthosine phosphorylase,AJBGEP_12985,HFCAGB_13490,BEJGEH_12255,GEGEGB_02360,ODDLKH_14665,LNHIMF_12815,ONMMKP_22115,IKCLMC_06785,PKJKAM_14230
ppsR,ppsR,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,AJBGEP_07140,HFCAGB_09690,BEJGEH_08700,GEGEGB_06515,ODDLKH_09140,LNHIMF_06995,ONMMKP_03525,IKCLMC_24145,PKJKAM_04350
csgG,csgG,curli production assembly/transport protein CsgG,AJBGEP_05695,HFCAGB_10820,BEJGEH_09785,GEGEGB_09415,ODDLKH_07725,LNHIMF_05870,ONMMKP_05005,IKCLMC_03915,PKJKAM_03020
rhaS,rhaS,HTH-type transcriptional activator RhaS,AJBGEP_21305,HFCAGB_21525,BEJGEH_20570,GEGEGB_18825,ODDLKH_22555,LNHIMF_20520,ONMMKP_13690,IKCLMC_03475,PKJKAM_07175
fdhD,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,AJBGEP_21245,HFCAGB_21465,BEJGEH_20495,GEGEGB_18885,ODDLKH_22495,LNHIMF_20465,ONMMKP_13750,IKCLMC_03415,PKJKAM_07235
hdfR,hdfR,HTH-type transcriptional regulator HdfR,AJBGEP_20515,HFCAGB_20750,BEJGEH_19750,GEGEGB_18160,ODDLKH_21770,LNHIMF_19745,ONMMKP_14445,IKCLMC_02700,PKJKAM_07935
group_675,dam,adenine-specific DNA-methyltransferase,AJBGEP_18350,HFCAGB_18615,BEJGEH_17590,GEGEGB_21255,ODDLKH_19660,LNHIMF_17690,ONMMKP_16780,IKCLMC_14540,PKJKAM_19410
group_674,,Ion transport domain-containing protein,AJBGEP_09175,HFCAGB_07680,BEJGEH_06625,GEGEGB_08745,ODDLKH_11170,LNHIMF_09070,ONMMKP_01470,IKCLMC_22125,PKJKAM_22195
eutJ,eutJ,ethanolamine utilization protein EutJ,AJBGEP_13185,HFCAGB_13690,BEJGEH_12455,GEGEGB_02165,ODDLKH_14865,LNHIMF_13000,ONMMKP_21920,IKCLMC_06590,PKJKAM_14040
chbR,chbR,transcriptional regulator ChbR,AJBGEP_06965,HFCAGB_09860,BEJGEH_08865,GEGEGB_06330,ODDLKH_08965,LNHIMF_06830,ONMMKP_04090,IKCLMC_24310,PKJKAM_04515
rlmJ,rlmJ,23S rRNA A2030 N6-methylase RlmJ,AJBGEP_18930,HFCAGB_19205,BEJGEH_18175,GEGEGB_20715,ODDLKH_20235,LNHIMF_18200,ONMMKP_16255,IKCLMC_13965,PKJKAM_18875
sseA,sseA,3-mercaptopyruvate sulfurtransferase,AJBGEP_13550,HFCAGB_14075,BEJGEH_12830,GEGEGB_01760,ODDLKH_15215,LNHIMF_13365,ONMMKP_21550,IKCLMC_06230,PKJKAM_13670
purU,purU,formyltetrahydrofolate deformylase,AJBGEP_09245,HFCAGB_07610,BEJGEH_06555,GEGEGB_08820,ODDLKH_11240,LNHIMF_09140,ONMMKP_01400,IKCLMC_22055,PKJKAM_22125
glpF,glpF,Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family),AJBGEP_21495,HFCAGB_21715,BEJGEH_20760,GEGEGB_18625,ODDLKH_22745,LNHIMF_20715,ONMMKP_13500,IKCLMC_03665,PKJKAM_06985
ugpE,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,AJBGEP_18725,HFCAGB_18995,BEJGEH_17970,GEGEGB_20960,ODDLKH_20030,LNHIMF_18000,ONMMKP_16460,IKCLMC_14170,PKJKAM_19080
nhoA,nhoA,N-hydroxyarylamine O-acetyltransferase,AJBGEP_08345,HFCAGB_08520,BEJGEH_07470,GEGEGB_07885,ODDLKH_10350,LNHIMF_08225,ONMMKP_02320,IKCLMC_22950,PKJKAM_23030
potI,potI,putrescine ABC transporter permease PotI,AJBGEP_04550,HFCAGB_04830,BEJGEH_04375,GEGEGB_10625,ODDLKH_06885,LNHIMF_05055,ONMMKP_06150,IKCLMC_07420,PKJKAM_05055
group_663,araC,arabinose operon transcriptional regulator AraC,AJBGEP_00540,HFCAGB_00520,BEJGEH_00550,GEGEGB_00565,ODDLKH_02910,LNHIMF_00530,ONMMKP_10395,IKCLMC_15515,PKJKAM_10005
dsbC,dsbC,Protein thiol-disulfide isomerase DsbC,AJBGEP_00145,HFCAGB_00150,BEJGEH_00150,GEGEGB_00160,ODDLKH_02525,LNHIMF_00145,ONMMKP_10770,IKCLMC_15900,PKJKAM_10395
group_658,ybjT,DUF2867 domain-containing protein,AJBGEP_23055,HFCAGB_23200,BEJGEH_22390,GEGEGB_23495,ODDLKH_01355,LNHIMF_22495,ONMMKP_11955,IKCLMC_17045,PKJKAM_11530
rhaR,rhaR,HTH-type transcriptional activator RhaR,AJBGEP_21310,HFCAGB_21530,BEJGEH_20575,GEGEGB_18820,ODDLKH_22560,LNHIMF_20525,ONMMKP_13685,IKCLMC_03480,PKJKAM_07170
folP,folP,dihydropteroate synthase,AJBGEP_17365,HFCAGB_17640,BEJGEH_16610,GEGEGB_16920,ODDLKH_18690,LNHIMF_16725,ONMMKP_17735,IKCLMC_17780,PKJKAM_08680
queF,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,AJBGEP_15675,HFCAGB_15945,BEJGEH_14875,GEGEGB_15110,ODDLKH_16985,LNHIMF_15040,ONMMKP_19490,IKCLMC_19485,PKJKAM_12025
sitD,sitD,iron/manganese ABC transporter permease subunit SitD,AJBGEP_15145,HFCAGB_15380,BEJGEH_14280,GEGEGB_14555,ODDLKH_16455,LNHIMF_14520,ONMMKP_20060,IKCLMC_20015,PKJKAM_12595
group_657,rpiR,MurR/RpiR family transcriptional regulator,AJBGEP_13765,HFCAGB_14290,BEJGEH_13060,GEGEGB_01540,ODDLKH_15430,LNHIMF_13570,ONMMKP_21335,IKCLMC_06015,PKJKAM_13445
hyaF,hyaF,Hydrogenase-1 operon protein HyaF,AJBGEP_09415,HFCAGB_07435,BEJGEH_06375,GEGEGB_05775,ODDLKH_11415,LNHIMF_09315,ONMMKP_01230,IKCLMC_21875,PKJKAM_21955
aRA1,aRA1,Aldo/keto reductase related to diketogulonate reductase,AJBGEP_06825,HFCAGB_10040,BEJGEH_09005,GEGEGB_06180,ODDLKH_08825,LNHIMF_06690,ONMMKP_04230,IKCLMC_24450,PKJKAM_02285
soxR,soxR,DNA-binding transcriptional regulator MerR family,AJBGEP_06715,HFCAGB_10150,BEJGEH_09120,GEGEGB_06055,ODDLKH_08715,LNHIMF_06575,ONMMKP_04345,IKCLMC_04930,PKJKAM_02395
apaH,apaH,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH,AJBGEP_00465,HFCAGB_00440,BEJGEH_00460,GEGEGB_00475,ODDLKH_02835,LNHIMF_00455,ONMMKP_10470,IKCLMC_15590,PKJKAM_10085
murI,murI,glutamate racemase,AJBGEP_21720,HFCAGB_21960,BEJGEH_20960,GEGEGB_18415,ODDLKH_22970,LNHIMF_20905,ONMMKP_13290,IKCLMC_03890,PKJKAM_06760
group_655,araC,AraC-type DNA-binding domain and AraC-containing proteins,AJBGEP_21650,HFCAGB_21890,BEJGEH_20890,GEGEGB_18485,ODDLKH_22900,LNHIMF_20835,ONMMKP_13360,IKCLMC_03820,PKJKAM_06830
group_654,manZ,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IID component,AJBGEP_09630,HFCAGB_07230,BEJGEH_06170,GEGEGB_05560,ODDLKH_11620,LNHIMF_09520,ONMMKP_01025,IKCLMC_21670,PKJKAM_21750
hpaD,hpaD,34-dihydroxyphenylacetate 23-dioxygenase,AJBGEP_05505,HFCAGB_05755,BEJGEH_05035,GEGEGB_09605,ODDLKH_07535,LNHIMF_05680,ONMMKP_05195,IKCLMC_02990,PKJKAM_03225
ulaE,ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,AJBGEP_22990,HFCAGB_23125,BEJGEH_22320,GEGEGB_23420,ODDLKH_01290,LNHIMF_22425,ONMMKP_12020,IKCLMC_17120,PKJKAM_05670
rpoH,rpoH,RNA polymerase sigma factor RpoH,AJBGEP_18785,HFCAGB_19055,BEJGEH_18025,GEGEGB_20900,ODDLKH_20090,LNHIMF_18055,ONMMKP_16400,IKCLMC_14110,PKJKAM_19020
rapZ,rapZ,RNase adapter RapZ,AJBGEP_17520,HFCAGB_17785,BEJGEH_16755,GEGEGB_17065,ODDLKH_18835,LNHIMF_16870,ONMMKP_17590,IKCLMC_17635,PKJKAM_08530
kdsA,kdsA,3-deoxy-8-phosphooctulonate synthase,AJBGEP_09320,HFCAGB_07535,BEJGEH_06480,GEGEGB_05875,ODDLKH_11315,LNHIMF_09215,ONMMKP_01325,IKCLMC_21980,PKJKAM_22050
cnoX,cnoX,chaperedoxin,AJBGEP_02630,HFCAGB_02655,BEJGEH_02585,GEGEGB_12410,ODDLKH_04970,LNHIMF_02655,ONMMKP_08265,IKCLMC_11345,PKJKAM_16190
panC,panC,pantoate--beta-alanine ligase,AJBGEP_00960,HFCAGB_00955,BEJGEH_01005,GEGEGB_00965,ODDLKH_03325,LNHIMF_00940,ONMMKP_09925,IKCLMC_15090,PKJKAM_03630
ampE,ampE,beta-lactamase regulator AmpE,AJBGEP_00775,HFCAGB_00770,BEJGEH_00795,GEGEGB_00810,ODDLKH_03145,LNHIMF_00765,ONMMKP_10145,IKCLMC_15275,PKJKAM_03855
group_649,,Inner membrane protein,AJBGEP_22720,HFCAGB_22860,BEJGEH_22050,GEGEGB_23155,ODDLKH_01020,LNHIMF_22170,ONMMKP_12285,IKCLMC_05700,PKJKAM_05935
manZ,manZ,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IID component,AJBGEP_19840,HFCAGB_20135,BEJGEH_19120,GEGEGB_19800,ODDLKH_21140,LNHIMF_19100,ONMMKP_15360,IKCLMC_13080,PKJKAM_17985
menB,menB,14-dihydroxy-2-naphthoyl-CoA synthase,AJBGEP_12390,HFCAGB_12855,BEJGEH_11665,GEGEGB_02990,ODDLKH_14070,LNHIMF_12235,ONMMKP_22705,IKCLMC_08455,PKJKAM_14820
fghA,fghA,S-formylglutathione hydrolase,AJBGEP_11805,HFCAGB_12330,BEJGEH_11150,GEGEGB_03535,ODDLKH_13485,LNHIMF_11720,ONMMKP_23240,IKCLMC_08980,PKJKAM_19700
group_647,focA,formate transporter FocA,AJBGEP_04835,HFCAGB_05100,BEJGEH_04660,GEGEGB_10345,ODDLKH_07160,LNHIMF_05320,ONMMKP_05870,IKCLMC_07695,PKJKAM_04785
acpA,acpA,Acyl carrier protein/domain,AJBGEP_03100,HFCAGB_03425,BEJGEH_03025,GEGEGB_11970,ODDLKH_05435,LNHIMF_03700,ONMMKP_07805,IKCLMC_12090,PKJKAM_15450
cdsA,cdsA,phosphatidate cytidylyltransferase,AJBGEP_01180,HFCAGB_01180,BEJGEH_01230,GEGEGB_01190,ODDLKH_03545,LNHIMF_01160,ONMMKP_09710,IKCLMC_14870,PKJKAM_03410
group_645,yjiK,Uncharacterized Ca-binding beta-propeller protein YjiK,AJBGEP_22615,HFCAGB_22765,BEJGEH_21895,GEGEGB_22280,ODDLKH_00855,LNHIMF_22000,ONMMKP_12390,IKCLMC_05590,PKJKAM_06040
sgbU,sgbU,L-ribulose-5-phosphate 3-epimerase,AJBGEP_19355,HFCAGB_19630,BEJGEH_18595,GEGEGB_20315,ODDLKH_20655,LNHIMF_18600,ONMMKP_15830,IKCLMC_13540,PKJKAM_18450
group_644,mscS,Small-conductance mechanosensitive channel,AJBGEP_16220,HFCAGB_16500,BEJGEH_15425,GEGEGB_15715,ODDLKH_17530,LNHIMF_15585,ONMMKP_18945,IKCLMC_18935,PKJKAM_01595
sitC,sitC,iron/manganese ABC transporter permease subunit SitC,AJBGEP_15140,HFCAGB_15375,BEJGEH_14275,GEGEGB_14550,ODDLKH_16450,LNHIMF_14515,ONMMKP_20065,IKCLMC_20020,PKJKAM_12600
group_642,emrA,Multidrug resistance efflux pump EmrA,AJBGEP_07625,HFCAGB_09200,BEJGEH_08220,GEGEGB_06945,ODDLKH_09630,LNHIMF_07480,ONMMKP_03035,IKCLMC_23660,PKJKAM_00425
fN3K,fN3K,Fructosamine-3-kinase,AJBGEP_07010,HFCAGB_09815,BEJGEH_08820,GEGEGB_06385,ODDLKH_09010,LNHIMF_06875,ONMMKP_04045,IKCLMC_24265,PKJKAM_04470
tesB,tesB,acyl-CoA thioesterase II,AJBGEP_02425,HFCAGB_02450,BEJGEH_02365,GEGEGB_12620,ODDLKH_04765,LNHIMF_02445,ONMMKP_08470,IKCLMC_11135,PKJKAM_16400
speE,speE,polyamine aminopropyltransferase,AJBGEP_00885,HFCAGB_00880,BEJGEH_00930,GEGEGB_00910,ODDLKH_03250,LNHIMF_00865,ONMMKP_10035,IKCLMC_15165,PKJKAM_03740
atpG,atpG,F0F1 ATP synthase subunit gamma,AJBGEP_20365,HFCAGB_20600,BEJGEH_19600,GEGEGB_19285,ODDLKH_21620,LNHIMF_19595,ONMMKP_14595,IKCLMC_12600,PKJKAM_08085
yicC,yicC,putative endoribonuclease YicC,AJBGEP_19660,HFCAGB_19940,BEJGEH_18910,GEGEGB_20005,ODDLKH_20960,LNHIMF_18895,ONMMKP_15515,IKCLMC_13235,PKJKAM_18140
rsmI,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,AJBGEP_17195,HFCAGB_17470,BEJGEH_16440,GEGEGB_16765,ODDLKH_18520,LNHIMF_16570,ONMMKP_17890,IKCLMC_17940,PKJKAM_08840
ypfJ,ypfJ,Uncharacterized protein YpfJ,AJBGEP_13320,HFCAGB_13815,BEJGEH_12585,GEGEGB_02035,ODDLKH_14990,LNHIMF_13125,ONMMKP_21795,IKCLMC_06465,PKJKAM_13915
yeiE,yeiE,DNA-binding transcriptional regulator YeiE,AJBGEP_11845,HFCAGB_12365,BEJGEH_11195,GEGEGB_03490,ODDLKH_13525,LNHIMF_11760,ONMMKP_23195,IKCLMC_08945,PKJKAM_19660
potB,potB,spermidine/putrescine ABC transporter permease PotB,AJBGEP_06135,HFCAGB_10375,BEJGEH_09350,GEGEGB_08965,ODDLKH_08165,LNHIMF_06340,ONMMKP_04565,IKCLMC_04355,PKJKAM_02615
group_639,,Anaerobic dimethyl sulfoxide reductase subunit C,AJBGEP_04800,HFCAGB_05065,BEJGEH_04630,GEGEGB_10385,ODDLKH_07125,LNHIMF_05285,ONMMKP_05905,IKCLMC_07660,PKJKAM_04820
tsx,tsx,Nucleoside-specific channel-forming protein Tsx,AJBGEP_02165,HFCAGB_02185,BEJGEH_02105,GEGEGB_12910,ODDLKH_04505,LNHIMF_02195,ONMMKP_08730,IKCLMC_10875,PKJKAM_16660
yghU,yghU,glutathione-dependent disulfide-bond oxidoreductase,AJBGEP_16585,HFCAGB_16855,BEJGEH_15785,GEGEGB_16080,ODDLKH_17885,LNHIMF_15955,ONMMKP_18505,IKCLMC_18580,PKJKAM_09675
pdxK,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,AJBGEP_13050,HFCAGB_13555,BEJGEH_12320,GEGEGB_02295,ODDLKH_14730,LNHIMF_12880,ONMMKP_22050,IKCLMC_06720,PKJKAM_14165
cheR,cheR,protein-glutamate O-methyltransferase CheR,AJBGEP_10090,HFCAGB_06485,BEJGEH_05735,GEGEGB_05120,ODDLKH_12075,LNHIMF_09985,ONMMKP_00545,IKCLMC_21150,PKJKAM_21235
folD,folD,Bifunctional protein FolD,AJBGEP_02825,HFCAGB_02850,BEJGEH_02780,GEGEGB_12215,ODDLKH_05165,LNHIMF_02755,ONMMKP_08070,IKCLMC_11540,PKJKAM_15995
phnU,phnU,2-aminoethylphosphonate ABC transporter permease subunit,AJBGEP_02235,HFCAGB_02255,BEJGEH_02175,GEGEGB_12840,ODDLKH_04575,LNHIMF_02265,ONMMKP_08660,IKCLMC_10945,PKJKAM_16590
robA,robA,MDR efflux pump AcrAB transcriptional activator RobA,AJBGEP_24015,HFCAGB_24120,BEJGEH_23445,GEGEGB_24425,ODDLKH_02310,LNHIMF_23255,ONMMKP_10985,IKCLMC_16115,PKJKAM_10615
rluF,rluF,23S rRNA pseudouridine(2604) synthase RluF,AJBGEP_22025,HFCAGB_22265,BEJGEH_21285,GEGEGB_21775,ODDLKH_00255,LNHIMF_21205,ONMMKP_12990,IKCLMC_04990,PKJKAM_06635
pldA,pldA,phospholipase A,AJBGEP_20815,HFCAGB_21035,BEJGEH_20060,GEGEGB_17615,ODDLKH_22065,LNHIMF_20035,ONMMKP_14160,IKCLMC_02415,PKJKAM_07645
prkB,prkB,phosphoribulokinase,AJBGEP_18240,HFCAGB_18510,BEJGEH_17475,GEGEGB_21365,ODDLKH_19560,LNHIMF_17590,ONMMKP_16880,IKCLMC_14640,PKJKAM_19510
amiA,amiA,N-acetylmuramoyl-L-alanine amidase AmiA,AJBGEP_13125,HFCAGB_13630,BEJGEH_12395,GEGEGB_02225,ODDLKH_14805,LNHIMF_12950,ONMMKP_21975,IKCLMC_06645,PKJKAM_14095
napH,napH,quinol dehydrogenase ferredoxin subunit NapH,AJBGEP_12130,HFCAGB_12595,BEJGEH_11405,GEGEGB_03270,ODDLKH_13810,LNHIMF_11965,ONMMKP_22965,IKCLMC_08715,PKJKAM_15080
alkA,alkA,DNA-3-methyladenine glycosylase 2,AJBGEP_11440,HFCAGB_11955,BEJGEH_10730,GEGEGB_03970,ODDLKH_13115,LNHIMF_11360,ONMMKP_23645,IKCLMC_09385,PKJKAM_20170
group_629,rpiR,DNA-binding transcriptional regulator MurR/RpiR family contains HTH and SIS domains,AJBGEP_09925,HFCAGB_06650,BEJGEH_05895,GEGEGB_05285,ODDLKH_11910,LNHIMF_09820,ONMMKP_00715,IKCLMC_21335,PKJKAM_21400
yciV,yciV,5'-3' exoribonuclease,AJBGEP_09070,HFCAGB_07785,BEJGEH_06725,GEGEGB_08640,ODDLKH_11065,LNHIMF_08965,ONMMKP_01575,IKCLMC_22230,PKJKAM_22300
group_628,sucD,succinate--CoA ligase subunit alpha,AJBGEP_03815,HFCAGB_04100,BEJGEH_03695,GEGEGB_11270,ODDLKH_06160,LNHIMF_04390,ONMMKP_07100,IKCLMC_01965,PKJKAM_02120
