"gene","contig","start","stop","strand","family","nb_copy_in_genome","partition","persistent_neighbors","shell_neighbors","cloud_neighbors","RGP","Spot","Module","Source_File"
"ODDLKH_02195","contig_2",460753,461847,"+","AJBGEP_23900",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02200","contig_2",461844,462617,"+","HFCAGB_24030",1,"persistent",1,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02210","contig_2",463485,465035,"-","AJBGEP_23915",1,"persistent",1,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02215","contig_2",465295,466074,"+","AJBGEP_23920",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02220","contig_2",466198,467520,"+","AJBGEP_23925",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02225","contig_2",467572,468795,"+","AJBGEP_23930",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02230","contig_2",469005,469724,"+","AJBGEP_23935",1,"persistent",1,1,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02260","contig_2",475277,476293,"-","AJBGEP_23965",1,"persistent",1,1,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02265","contig_2",476327,476971,"-","AJBGEP_23970",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02270","contig_2",477088,478056,"+","AJBGEP_23975",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02275","contig_2",478140,479522,"+","AJBGEP_23980",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02280","contig_2",479673,480905,"+","AJBGEP_23985",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02285","contig_2",481023,482690,"-","AJBGEP_23990",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02290","contig_2",482899,484836,"+","AJBGEP_23995",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02295","contig_2",484894,485220,"+","AJBGEP_24000",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02305","contig_2",485886,486533,"+","AJBGEP_24010",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02310","contig_2",486530,487399,"-","AJBGEP_24015",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02315","contig_2",487499,487606,"+","AJBGEP_24020",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02320","contig_2",487596,488084,"+","AJBGEP_24025",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02325","contig_2",488097,488786,"+","AJBGEP_24030",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02330","contig_2",488786,490210,"+","AJBGEP_24035",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02335","contig_2",490268,491617,"+","AJBGEP_24040",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02340","contig_2",491675,492760,"-","HFCAGB_24155",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02345","contig_2",492801,493358,"-","HFCAGB_24160",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02350","contig_2",493376,495913,"-","HFCAGB_24165",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02355","contig_2",495959,496642,"-","AJBGEP_24060",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02360","contig_2",496713,497258,"-","AJBGEP_24065",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02365","contig_2",497597,498268,"-","HFCAGB_24180",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02375","contig_2",499233,499949,"-","AJBGEP_24080",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02380","contig_2",500585,501271,"+","AJBGEP_24085",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02385","contig_2",501464,501550,"+","AJBGEP_00005",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02390","contig_2",501632,504094,"+","AJBGEP_00010",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02395","contig_2",504096,505025,"+","AJBGEP_00015",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02400","contig_2",505029,506315,"+","AJBGEP_00020",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02405","contig_2",506409,507182,"-","AJBGEP_00025",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02410","contig_2",507261,508691,"-","AJBGEP_00030",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02415","contig_2",508960,509913,"+","AJBGEP_00035",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02420","contig_2",510024,510614,"+","AJBGEP_00040",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02425","contig_2",510671,511237,"-","AJBGEP_00045",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02430","contig_2",511387,512100,"-","AJBGEP_00050",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02435","contig_2",512136,512540,"-","AJBGEP_00055",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02440","contig_2",512888,514804,"+","AJBGEP_00060",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02450","contig_2",514890,516029,"+","AJBGEP_00070",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02455","contig_2",516309,517256,"+","AJBGEP_00075",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02460","contig_2",517383,517727,"+","AJBGEP_00080",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02465","contig_2",517788,518321,"-","AJBGEP_00085",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02470","contig_2",518338,518781,"-","HFCAGB_00095",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02475","contig_2",519162,521261,"+","AJBGEP_00095",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02480","contig_2",521353,524349,"+","AJBGEP_00100",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02485","contig_2",524630,525334,"+","AJBGEP_00105",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02490","contig_2",525764,526306,"+","AJBGEP_00110",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02495","contig_2",526407,527093,"+","AJBGEP_00115",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02500","contig_2",527098,529719,"+","AJBGEP_00120",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02505","contig_2",529720,530727,"+","AJBGEP_00125",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02510","contig_2",530728,531273,"+","AJBGEP_00130",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02515","contig_2",531289,531807,"+","AJBGEP_00135",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02520","contig_2",531773,532504,"+","AJBGEP_00140",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02525","contig_2",532569,533414,"+","AJBGEP_00145",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02530","contig_2",533453,533740,"+","AJBGEP_00150",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02535","contig_2",533840,534289,"-","AJBGEP_00155",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02565","contig_2",541426,542919,"+","AJBGEP_00185",1,"persistent",2,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02580","contig_2",545607,547322,"+","AJBGEP_00200",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02585","contig_2",547485,548651,"+","AJBGEP_00205",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02590","contig_2",548719,549612,"+","HFCAGB_00215",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02595","contig_2",549667,551706,"-","AJBGEP_00215",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02600","contig_2",551746,553119,"-","BEJGEH_00225",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02610","contig_2",554167,555105,"+","AJBGEP_00230",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02615","contig_2",555150,557984,"+","AJBGEP_00235",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02620","contig_2",557984,558484,"+","AJBGEP_00240",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02625","contig_2",558639,559088,"+","AJBGEP_00245",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02630","contig_2",559091,560041,"+","AJBGEP_00250",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02640","contig_2",560241,561443,"+","AJBGEP_00260",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02645","contig_2",561459,562379,"+","AJBGEP_00265",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02650","contig_2",562401,563087,"-","AJBGEP_00270",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02655","contig_2",563089,564747,"-","HFCAGB_00285",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02660","contig_2",564843,566144,"-","AJBGEP_00280",3,"persistent",4,0,0,"","","module_0","GCF_000170215.1.tsv"
"ODDLKH_02665","contig_2",566157,567932,"-","AJBGEP_00285",3,"persistent",2,0,1,"","","module_0","GCF_000170215.1.tsv"
"ODDLKH_02670","contig_2",567949,568188,"-","HFCAGB_17945",3,"persistent",4,0,1,"","","module_0","GCF_000170215.1.tsv"
"ODDLKH_02675","contig_2",568347,569687,"-","AJBGEP_00295",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02680","contig_2",570007,570975,"+","GEGEGB_00315",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02685","contig_2",571005,571298,"+","AJBGEP_00305",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02690","contig_2",571295,572164,"+","HFCAGB_00320",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02695","contig_2",572175,573695,"+","AJBGEP_00315",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02700","contig_2",573695,574246,"+","AJBGEP_00320",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02705","contig_2",574224,575132,"+","AJBGEP_00325",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02710","contig_2",575312,576133,"+","AJBGEP_00330",1,"persistent",2,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02720","contig_2",577174,578322,"+","AJBGEP_00340",1,"persistent",2,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_02725","contig_2",578341,581568,"+","AJBGEP_00345",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02730","contig_2",581842,582237,"+","AJBGEP_00360",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02735","contig_2",582314,582910,"-","AJBGEP_00365",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02740","contig_2",583019,583804,"-","AJBGEP_00370",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02745","contig_2",583858,585411,"-","AJBGEP_00375",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02750","contig_2",585474,586691,"-","AJBGEP_00380",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02755","contig_2",586803,587945,"-","AJBGEP_00385",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02760","contig_2",587980,589497,"-","HFCAGB_00385",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02765","contig_2",589978,590748,"+","AJBGEP_00395",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02770","contig_2",590764,591705,"+","AJBGEP_00400",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02775","contig_2",591755,593041,"+","AJBGEP_00405",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02780","contig_2",593038,593325,"+","AJBGEP_00410",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02790","contig_2",593472,594812,"+","AJBGEP_00420",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02795","contig_2",594901,595131,"+","AJBGEP_00425",1,"persistent",3,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02820","contig_2",599549,600079,"+","AJBGEP_00450",1,"persistent",3,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02825","contig_2",600072,601934,"+","AJBGEP_00455",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02830","contig_2",602133,602612,"+","AJBGEP_00460",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02835","contig_2",602718,603566,"-","AJBGEP_00465",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02840","contig_2",603577,603954,"-","AJBGEP_00470",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02845","contig_2",603957,604778,"-","AJBGEP_00475",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02850","contig_2",604775,605764,"-","AJBGEP_00480",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02855","contig_2",605764,607050,"-","AJBGEP_00485",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02860","contig_2",607104,609464,"-","LNHIMF_00480",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02865","contig_2",609718,610530,"+","AJBGEP_00495",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02870","contig_2",610625,611284,"-","AJBGEP_00500",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02875","contig_2",611296,614202,"-","HFCAGB_00480",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02880","contig_2",614376,616727,"-","AJBGEP_00510",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02885","contig_2",616771,617391,"-","AJBGEP_00515",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02890","contig_2",618110,618529,"+","AJBGEP_00520",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02895","contig_2",618535,619230,"-","AJBGEP_00525",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02900","contig_2",619371,620873,"-","AJBGEP_00530",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02905","contig_2",620884,622593,"-","AJBGEP_00535",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02910","contig_2",622934,623779,"+","AJBGEP_00540",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02915","contig_2",623898,624665,"+","HFCAGB_00525",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02920","contig_2",624704,625411,"-","AJBGEP_00550",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02925","contig_2",625395,627005,"-","AJBGEP_00555",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02930","contig_2",626981,627964,"-","AJBGEP_00560",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02935","contig_2",628142,629800,"-","AJBGEP_00565",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02945","contig_2",629893,630015,"+","AJBGEP_00575",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02950","contig_2",630351,630956,"-","AJBGEP_00580",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_02955","contig_2",630967,632367,"-","AJBGEP_00585",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02960","contig_2",632370,633461,"-","AJBGEP_00590",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02965","contig_2",633461,635032,"-","AJBGEP_00595",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02970","contig_2",635120,635206,"-","AJBGEP_00600",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02975","contig_2",635863,636807,"+","AJBGEP_00605",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02980","contig_2",637129,638853,"+","AJBGEP_00610",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02985","contig_2",638853,639347,"+","AJBGEP_00615",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02990","contig_2",639631,640635,"+","AJBGEP_00620",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_02995","contig_2",641241,641699,"+","AJBGEP_00625",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03000","contig_2",641701,642642,"+","AJBGEP_00630",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03005","contig_2",642639,643004,"+","AJBGEP_00635",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03010","contig_2",643020,644786,"+","AJBGEP_00640",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03015","contig_2",644773,646260,"+","HFCAGB_00630",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03020","contig_2",646257,647615,"+","AJBGEP_00650",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03025","contig_2",647609,648691,"+","AJBGEP_00655",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03030","contig_2",648694,650010,"+","AJBGEP_00660",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03035","contig_2",650010,651254,"+","AJBGEP_00665",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03040","contig_2",651251,652318,"+","AJBGEP_00670",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03045","contig_2",652437,653912,"+","AJBGEP_00675",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03050","contig_2",653905,654825,"+","HFCAGB_00665",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03055","contig_2",654827,655657,"+","AJBGEP_00685",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03060","contig_2",655654,656916,"+","AJBGEP_00690",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03070","contig_2",656977,658128,"+","AJBGEP_00700",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03075","contig_2",658229,659146,"+","AJBGEP_00705",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03080","contig_2",659424,659921,"+","AJBGEP_00710",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03085","contig_2",659983,662688,"+","AJBGEP_00715",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03095","contig_2",662840,663235,"+","AJBGEP_00725",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03100","contig_2",663557,663748,"-","AJBGEP_00730",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03105","contig_2",663758,664501,"-","AJBGEP_00735",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03110","contig_2",664501,665121,"-","AJBGEP_00740",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03115","contig_2",665347,666390,"+","AJBGEP_00745",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03120","contig_2",666421,667623,"-","AJBGEP_00750",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03125","contig_2",667613,668998,"-","AJBGEP_00755",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03130","contig_2",669008,669445,"-","AJBGEP_00760",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03135","contig_2",669667,670560,"-","AJBGEP_00765",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03140","contig_2",670648,671211,"+","AJBGEP_00770",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03145","contig_2",671208,672062,"+","AJBGEP_00775",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03150","contig_2",672154,673104,"-","AJBGEP_00780",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03155","contig_2",673104,674510,"-","AJBGEP_00785",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03160","contig_2",674674,676044,"-","AJBGEP_00790",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03165","contig_2",676610,677374,"+","AJBGEP_00795",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03175","contig_2",677534,680197,"+","AJBGEP_00805",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03180","contig_2",680212,682101,"+","PKJKAM_03820",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03185","contig_2",682301,683725,"+","AJBGEP_00815",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03195","contig_2",684014,684298,"+","AJBGEP_00825",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03200","contig_2",684336,685127,"-","AJBGEP_00830",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03205","contig_2",685140,686768,"-","ODDLKH_03205",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03210","contig_2",687157,689754,"+","AJBGEP_00845",1,"persistent",2,0,3,"","","","GCF_000170215.1.tsv"
"ODDLKH_03220","contig_2",690903,691265,"+","AJBGEP_00855",1,"persistent",2,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_03225","contig_2",691500,692453,"+","AJBGEP_00860",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03230","contig_2",692450,693721,"+","AJBGEP_00865",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03235","contig_2",693711,694694,"+","AJBGEP_00870",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03240","contig_2",694704,695471,"+","AJBGEP_00875",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03245","contig_2",695501,696295,"-","AJBGEP_00880",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03250","contig_2",696316,697176,"-","AJBGEP_00885",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03255","contig_2",697283,697669,"-","AJBGEP_00890",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03260","contig_2",697832,699442,"+","AJBGEP_00895",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03265","contig_2",699520,701910,"-","HFCAGB_00895",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03270","contig_2",702116,702652,"+","AJBGEP_00905",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03275","contig_2",702710,703372,"-","AJBGEP_00910",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03280","contig_2",703481,704407,"+","AJBGEP_00915",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03285","contig_2",704404,705174,"+","HFCAGB_00915",1,"persistent",3,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03310","contig_2",710592,711032,"+","AJBGEP_00945",1,"persistent",3,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03315","contig_2",711094,712323,"+","AJBGEP_00950",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03320","contig_2",712330,712710,"-","AJBGEP_00955",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03325","contig_2",712805,713659,"-","AJBGEP_00960",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03330","contig_2",713785,714576,"-","AJBGEP_00965",1,"persistent",2,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_03335","contig_2",714697,715176,"-","AJBGEP_00970",1,"persistent",2,0,2,"","","","GCF_000170215.1.tsv"
"ODDLKH_03340","contig_2",715173,716591,"-","AJBGEP_00975",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03345","contig_2",716732,717673,"-","AJBGEP_00980",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03350","contig_2",717697,718152,"-","AJBGEP_00985",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03355","contig_2",718329,719033,"-","AJBGEP_00990",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03360","contig_2",719050,719580,"-","AJBGEP_00995",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03365","contig_2",719608,722082,"+","AJBGEP_01000",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03370","contig_2",722223,724745,"+","AJBGEP_01005",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03380","contig_2",727276,728073,"+","AJBGEP_01015",1,"persistent",2,0,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03385","contig_2",728073,728963,"+","AJBGEP_01020",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
"ODDLKH_03390","contig_2",728960,731017,"+","HFCAGB_01020",1,"persistent",2,2,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03435","contig_2",738511,739791,"-","HFCAGB_01065",1,"persistent",2,1,1,"","","","GCF_000170215.1.tsv"
"ODDLKH_03440","contig_2",739961,741382,"+","HFCAGB_01070",1,"persistent",2,0,0,"","","","GCF_000170215.1.tsv"
