"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"GEGEGB_22370","cloud","TIGR03761 family integrating conjugative element protein","1","1","1.0","NA","NA","","","","776","776","776.0","","","","GEGEGB_22370","","","","",""
"GEGEGB_22375","cloud","DNA topoisomerase","1","1","1.0","NA","NA","","","","1994","1994","1994.0","","","","GEGEGB_22375","","","","",""
"GEGEGB_22380","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","176","176","176.0","","","","GEGEGB_22380","","","","",""
"GEGEGB_22390","cloud","STY4534 family ICE replication protein","1","1","1.0","NA","NA","","","","449","449","449.0","","","","GEGEGB_22390","","","","",""
"GEGEGB_22395","cloud","KTSC domain-containing protein","1","1","1.0","NA","NA","","","","218","218","218.0","","","","GEGEGB_22395","","","","",""
"GEGEGB_22400","cloud","Single-stranded DNA-binding protein 2","1","1","1.0","NA","NA","","","","536","536","536.0","","","","GEGEGB_22400","","","","",""
"GEGEGB_22405","cloud","Rpn family recombination-promoting nuclease/putative transposase","1","1","1.0","NA","NA","","","","608","608","608.0","","","","GEGEGB_22405","","","","",""
"GEGEGB_22410","cloud","Rpn family recombination-promoting nuclease/putative transposase","1","1","1.0","NA","NA","","","","317","317","317.0","","","","GEGEGB_22410","","","","",""
"GEGEGB_22415","cloud","Toxin co-regulated pilus biosynthesis protein Q C-terminal domain-containing protein","1","1","1.0","NA","NA","","","","1244","1244","1244.0","","","","GEGEGB_22415","","","","",""
"GEGEGB_22420","cloud","Type IV pilus biogenesis protein PilM","1","1","1.0","NA","NA","","","","419","419","419.0","","","","GEGEGB_22420","","","","",""
"GEGEGB_22425","cloud","PilNa","1","1","1.0","NA","NA","","","","935","935","935.0","","","","GEGEGB_22425","","","","",""
"GEGEGB_22430","cloud","PilN family type IVB pilus formation outer membrane protein","1","1","1.0","NA","NA","","","","359","359","359.0","","","","GEGEGB_22430","","","","",""
"GEGEGB_22435","cloud","Type 4b pilus protein PilO2","1","1","1.0","NA","NA","","","","1286","1286","1286.0","","","","GEGEGB_22435","","","","",""
"GEGEGB_22440","cloud","Type IV pilus biogenesis protein PilP","1","1","1.0","NA","NA","","","","587","587","587.0","","","","GEGEGB_22440","","","","",""
"GEGEGB_22445","cloud","Flp pilus assembly complex ATPase component TadA","1","1","1.0","NA","NA","","","","1715","1715","1715.0","","","","GEGEGB_22445","","","","",""
"GEGEGB_22450","cloud","Pilus assembly protein PilR","1","1","1.0","NA","NA","","","","1085","1085","1085.0","","","","GEGEGB_22450","","","","",""
"GEGEGB_22455","cloud","Pilus assembly protein PilX","1","1","1.0","NA","NA","","","","593","593","593.0","","","","GEGEGB_22455","","","","",""
"GEGEGB_22460","cloud","Lytic transglycosylase domain-containing protein","1","1","1.0","NA","NA","","","","476","476","476.0","","","","GEGEGB_22460","","","","",""
"GEGEGB_22465","cloud","Prepilin peptidase","1","1","1.0","NA","NA","","","","662","662","662.0","","","","GEGEGB_22465","","","","",""
"GEGEGB_22470","cloud","Shufflon system plasmid conjugative transfer pilus tip adhesin PilV","1","1","1.0","NA","NA","","","","1307","1307","1307.0","","","","GEGEGB_22470","","","","",""
"GEGEGB_22475","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","251","251","251.0","","","","GEGEGB_22475","","","","",""
"GEGEGB_22480","cloud","Shufflon-specific DNA recombinase","1","1","1.0","NA","NA","","","","1151","1151","1151.0","","","","GEGEGB_22480","","","","",""
"GEGEGB_22485","cloud","Pili assembly chaperone","1","1","1.0","NA","NA","","","","467","467","467.0","","","","GEGEGB_22485","","","","",""
"GEGEGB_22490","cloud","TraE","1","1","1.0","NA","NA","","","","875","875","875.0","","","","GEGEGB_22490","","","","",""
"GEGEGB_22495","cloud","Plasmid transfer protein","1","1","1.0","NA","NA","","","","914","914","914.0","","","","GEGEGB_22495","","","","",""
"GEGEGB_22500","cloud","TIGR03759 family integrating conjugative element protein","1","1","1.0","NA","NA","","","","740","740","740.0","","","","GEGEGB_22500","","","","",""
"GEGEGB_22505","cloud","Transglycosylase SLT domain-containing protein","1","1","1.0","NA","NA","","","","686","686","686.0","","","","GEGEGB_22505","","","","",""
"GEGEGB_22510","cloud","Putative traW protein","1","1","1.0","NA","NA","","","","500","500","500.0","","","","GEGEGB_22510","","","","",""
"GEGEGB_22515","cloud","Restriction endonuclease","1","1","1.0","NA","NA","","","","569","569","569.0","","","","GEGEGB_22515","","","","",""
"GEGEGB_22520","cloud","type IV conjugative transfer system coupling protein TraD","1","1","1.0","NA","NA","","","","2090","2090","2090.0","","","","GEGEGB_22520","","","","",""
"GEGEGB_22525","cloud","Putative membrane protein","1","1","1.0","NA","NA","","","","758","758","758.0","","","","GEGEGB_22525","","","","",""
"GEGEGB_22530","cloud","Integrative conjugative element protein, RAQPRD family","1","1","1.0","NA","NA","","","","254","254","254.0","","","","GEGEGB_22530","","","","",""
"GEGEGB_22535","cloud","Integrating conjugative element protein, PFL_4701 family","1","1","1.0","NA","NA","","","","239","239","239.0","","","","GEGEGB_22535","","","","",""
"GEGEGB_22540","cloud","TIGR03745 family integrating conjugative element membrane protein","1","1","1.0","NA","NA","","","","362","362","362.0","","","","GEGEGB_22540","","","","",""
"GEGEGB_22545","cloud","TIGR03750 family conjugal transfer protein","1","1","1.0","NA","NA","","","","374","374","374.0","","","","GEGEGB_22545","","","","",""
"GEGEGB_22550","cloud","Putative DnaA chromosomal replication protein","1","1","1.0","NA","NA","","","","653","653","653.0","","","","GEGEGB_22550","","","","",""
"GEGEGB_22555","cloud","TIGR03749 family integrating conjugative element protein","1","1","1.0","NA","NA","","","","899","899","899.0","","","","GEGEGB_22555","","","","",""
"GEGEGB_22560","cloud","TIGR03752 family integrating conjugative element protein","1","1","1.0","NA","NA","","","","1478","1478","1478.0","","","","GEGEGB_22560","","","","",""
"GEGEGB_22565","cloud","TIGR03751 family conjugal transfer lipoprotein","1","1","1.0","NA","NA","","","","305","305","305.0","","","","GEGEGB_22565","","","","",""
"GEGEGB_22570","cloud","Conjugative transfer ATPase","1","1","1.0","NA","NA","","","","416","416","416.0","","","","GEGEGB_22570","","","","",""
"GEGEGB_22575","cloud","conjugative transfer ATPase","1","1","1.0","NA","NA","","","","2423","2423","2423.0","","","","GEGEGB_22575","","","","",""
"GEGEGB_22580","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","386","386","386.0","","","","GEGEGB_22580","","","","",""
"GEGEGB_22585","cloud","TIGR03757 family integrating conjugative element protein","1","1","1.0","NA","NA","","","","392","392","392.0","","","","GEGEGB_22585","","","","",""
"GEGEGB_22590","cloud","TIGR03756 family integrating conjugative element protein","1","1","1.0","NA","NA","","","","968","968","968.0","","","","GEGEGB_22590","","","","",""
"GEGEGB_22595","cloud","integrating conjugative element protein","1","1","1.0","NA","NA","","","","1430","1430","1430.0","","","","GEGEGB_22595","","","","",""
"GEGEGB_22600","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","332","332","332.0","","","","GEGEGB_22600","","","","",""
"GEGEGB_22605","cloud","Conjugal transfer protein TraG","1","1","1.0","NA","NA","","","","1505","1505","1505.0","","","","GEGEGB_22605","","","","",""
"GEGEGB_22610","cloud","Phosphoadenosine phosphosulphate reductase domain-containing protein","1","1","1.0","NA","NA","","","","1247","1247","1247.0","","","","GEGEGB_22610","","","","",""
"GEGEGB_22615","cloud","ParB/Sulfiredoxin domain-containing protein","1","1","1.0","NA","NA","","","","641","641","641.0","","","","GEGEGB_22615","","","","",""
"GEGEGB_22620","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","542","542","542.0","","","","GEGEGB_22620","","","","",""
"GEGEGB_22635","cloud","DNA-binding protein","1","1","1.0","NA","NA","","","","920","920","920.0","","","","GEGEGB_22635","","","","",""
"GEGEGB_22645","cloud","Putative topoisomerase","1","1","1.0","NA","NA","","","","302","302","302.0","","","","GEGEGB_22645","","","","",""
"GEGEGB_22650","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","380","380","380.0","","","","GEGEGB_22650","","","","",""
"GEGEGB_22655","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","209","209","209.0","","","","GEGEGB_22655","","","","",""
"GEGEGB_22660","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","452","452","452.0","","","","GEGEGB_22660","","","","",""
"GEGEGB_22665","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","293","293","293.0","","","","GEGEGB_22665","","","","",""
"GEGEGB_22670","cloud","DUF4231 domain-containing protein","1","1","1.0","NA","NA","","","","458","458","458.0","","","","GEGEGB_22670","","","","",""
"GEGEGB_22675","cloud","DUF1738 domain-containing protein","1","1","1.0","NA","NA","","","","1949","1949","1949.0","","","","GEGEGB_22675","","","","",""
"GEGEGB_22680","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","908","908","908.0","","","","GEGEGB_22680","","","","",""
"GEGEGB_22685","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","899","899","899.0","","","","GEGEGB_22685","","","","",""
"GEGEGB_22690","cloud","DUF3085 domain-containing protein","1","1","1.0","NA","NA","","","","326","326","326.0","","","","GEGEGB_22690","","","","",""
"GEGEGB_22695","cloud","DUF2574 domain-containing protein","1","1","1.0","NA","NA","","","","269","269","269.0","","","","GEGEGB_22695","","","","",""
"GEGEGB_22705","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","377","377","377.0","","","","GEGEGB_22705","","","","",""
"GEGEGB_22730","cloud","Phage tail tape measure protein","1","1","1.0","NA","NA","","","","2780","2780","2780.0","","","","GEGEGB_22730","","","","",""
"GEGEGB_22760","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","1619","1619","1619.0","","","","GEGEGB_22760","","","","",""
"GEGEGB_22775","cloud","Phage baseplate assembly protein W","4","5","1.25","NA","NA","","","","359","359","359.0","","HFCAGB_14700","BEJGEH_13630","GEGEGB_22775" "GEGEGB_18070","","","ONMMKP_20900","",""
"GEGEGB_22850","cloud","DUF4747 domain-containing protein","1","1","1.0","NA","NA","","","","695","695","695.0","","","","GEGEGB_22850","","","","",""
"GEGEGB_22855","cloud","CYTH domain-containing protein","1","1","1.0","NA","NA","","","","1064","1064","1064.0","","","","GEGEGB_22855","","","","",""
"GEGEGB_22860","cloud","Restriction endonuclease","1","1","1.0","NA","NA","","","","1064","1064","1064.0","","","","GEGEGB_22860","","","","",""
"GEGEGB_22885","cloud","Putative exonuclease","1","1","1.0","NA","NA","","","","584","584","584.0","","","","GEGEGB_22885","","","","",""
"ODDLKH_01785","cloud","Integrase","1","1","1.0","NA","NA","","","","359","359","359.0","","","","","ODDLKH_01785","","","",""
"ODDLKH_01790","cloud","Integrase","1","1","1.0","NA","NA","","","","905","905","905.0","","","","","ODDLKH_01790","","","",""
"ODDLKH_01795","cloud","DNA phosphorothioation-dependent restriction protein DptF","1","1","1.0","NA","NA","","","","1649","1649","1649.0","","","","","ODDLKH_01795","","","",""
"ODDLKH_01800","cloud","DNA phosphorothioation-dependent restriction protein DptG","1","1","1.0","NA","NA","","","","1322","1322","1322.0","","","","","ODDLKH_01800","","","",""
"ODDLKH_01805","cloud","DNA phosphorothioation-dependent restriction protein DptH","1","1","1.0","NA","NA","","","","5081","5081","5081.0","","","","","ODDLKH_01805","","","",""
"ODDLKH_01810","cloud","DUF262 domain-containing protein","1","1","1.0","NA","NA","","","","1790","1790","1790.0","","","","","ODDLKH_01810","","","",""
"ODDLKH_01815","cloud","DNA sulfur modification protein DndE","1","1","1.0","NA","NA","","","","353","353","353.0","","","","","ODDLKH_01815","","","",""
"ODDLKH_01820","cloud","DNA sulfur modification protein DndD","1","1","1.0","NA","NA","","","","2009","2009","2009.0","","","","","ODDLKH_01820","","","",""
"ODDLKH_01825","cloud","DNA phosphorothioation system sulfurtransferase DndC","1","1","1.0","NA","NA","","","","1634","1634","1634.0","","","","","ODDLKH_01825","","","",""
"ODDLKH_01830","cloud","DNA sulfur modification protein DndB","1","1","1.0","NA","NA","","","","1085","1085","1085.0","","","","","ODDLKH_01830","","","",""
"ODDLKH_01835","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","ODDLKH_01835","","","",""
"ODDLKH_01840","cloud","SWIM-type domain-containing protein","1","1","1.0","NA","NA","","","","212","212","212.0","","","","","ODDLKH_01840","","","",""
"ODDLKH_01845","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","293","293","293.0","","","","","ODDLKH_01845","","","",""
"ODDLKH_01850","cloud","Malate transporter","1","1","1.0","NA","NA","","","","539","539","539.0","","","","","ODDLKH_01850","","","",""
"ODDLKH_01970","cloud","Recombination-promoting DNA endonuclease RpnC/YadD","3","3","1.0","NA","NA","","","","515","524","518.0","AJBGEP_23675","","","","ODDLKH_01970","","ONMMKP_11285","",""
"ODDLKH_02000","cloud","Type I restriction enzyme StySJI specificity subunit","2","2","1.0","NA","NA","","","","1409","1409","1409.0","AJBGEP_23705","","","","ODDLKH_02000","","","",""
"ODDLKH_06505","cloud","Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family","1","1","1.0","NA","NA","","","","653","653","653.0","","","","","ODDLKH_06505","","","",""
"ODDLKH_06745","shell","Electron transfer flavoprotein, alpha subunit FixB","7","7","1.0","NA","NA","","","","947","953","951.29","AJBGEP_04415","HFCAGB_04690","","","ODDLKH_06745","LNHIMF_04920","ONMMKP_06290","IKCLMC_07280","PKJKAM_05195"
"ODDLKH_06765","shell","Electron transfer flavoprotein-ubiquinone oxidoreductase","7","7","1.0","NA","NA","","","","1685","1685","1685.0","AJBGEP_04435","HFCAGB_04710","","","ODDLKH_06765","LNHIMF_04940","ONMMKP_06270","IKCLMC_07300","PKJKAM_05175"
"ODDLKH_11765","persistent","Protein PagO","8","8","1.0","NA","NA","","","","665","914","851.75","AJBGEP_09780","HFCAGB_07075","","GEGEGB_05405","ODDLKH_11765","LNHIMF_09670","ONMMKP_00875","IKCLMC_21475","PKJKAM_21560"
"HFCAGB_06235","persistent","flagellar assembly protein FliH","9","9","1.0","NA","NA","","","","707","707","707.0","AJBGEP_10355","HFCAGB_06235","BEJGEH_05485","GEGEGB_04870","ODDLKH_12325","LNHIMF_10235","ONMMKP_00295","IKCLMC_20905","PKJKAM_20980"
"HFCAGB_06255","persistent","50S ribosomal protein","6","6","1.0","NA","NA","","","","353","353","353.0","","HFCAGB_06255","BEJGEH_05505","GEGEGB_04890","ODDLKH_12305","","","IKCLMC_20925","PKJKAM_21000"
"HFCAGB_06270","persistent","lipoprotein YedD","9","9","1.0","NA","NA","","","","413","425","414.33","AJBGEP_10325","HFCAGB_06270","BEJGEH_05520","GEGEGB_04905","ODDLKH_12290","LNHIMF_10205","ONMMKP_00325","IKCLMC_20940","PKJKAM_21015"
"HFCAGB_06320","persistent","D-cysteine desulfhydrase","9","9","1.0","NA","NA","","","","986","986","986.0","AJBGEP_10265","HFCAGB_06320","BEJGEH_05570","GEGEGB_04960","ODDLKH_12240","LNHIMF_10155","ONMMKP_00375","IKCLMC_20990","PKJKAM_21065"
"HFCAGB_06335","persistent","transcriptional regulator SdiA","9","9","1.0","NA","NA","","","","722","722","722.0","AJBGEP_10250","HFCAGB_06335","BEJGEH_05585","GEGEGB_04975","ODDLKH_12225","LNHIMF_10140","ONMMKP_00390","IKCLMC_21005","PKJKAM_21080"
"HFCAGB_06395","persistent","UPF0149 protein","9","9","1.0","NA","NA","","","","665","665","665.0","AJBGEP_10185","HFCAGB_06395","BEJGEH_05645","GEGEGB_05035","ODDLKH_12165","LNHIMF_10075","ONMMKP_00455","IKCLMC_21060","PKJKAM_21145"
"HFCAGB_08060","persistent","Inverse autotransporter beta-domain domain-containing protein","9","9","1.0","NA","NA","","","","1982","1982","1982.0","AJBGEP_08790","HFCAGB_08060","BEJGEH_07000","GEGEGB_08330","ODDLKH_10795","LNHIMF_08670","ONMMKP_01850","IKCLMC_22500","PKJKAM_22580"
"HFCAGB_08075","persistent","Dimeric alpha-beta barrel domain protein","7","7","1.0","NA","NA","","","","338","338","338.0","","HFCAGB_08075","BEJGEH_07015","GEGEGB_08315","","LNHIMF_08655","ONMMKP_01865","IKCLMC_22515","PKJKAM_22595"
"HFCAGB_08140","persistent","tRNA 2-thiocytidine(32) synthetase TtcA","9","9","1.0","NA","NA","","","","935","935","935.0","AJBGEP_08715","HFCAGB_08140","BEJGEH_07080","GEGEGB_08245","ODDLKH_10720","LNHIMF_08590","ONMMKP_01930","IKCLMC_22580","PKJKAM_22660"
"HFCAGB_08330","persistent","FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase","7","7","1.0","NA","NA","","","","1139","1205","1195.14","AJBGEP_08535","HFCAGB_08330","","GEGEGB_08070","ODDLKH_10540","LNHIMF_08410","","IKCLMC_22760","PKJKAM_22840"
"HFCAGB_08335","persistent","cryptic aminoglycoside N-acetyltransferase AAC(6')-Iy/Iaa","9","9","1.0","NA","NA","","","","437","518","446.0","AJBGEP_08530","HFCAGB_08335","BEJGEH_07290","GEGEGB_08065","ODDLKH_10535","LNHIMF_08405","ONMMKP_02135","IKCLMC_22765","PKJKAM_22845"
"HFCAGB_08345","persistent","ribulose-phosphate 3 epimerase family protein","9","9","1.0","NA","NA","","","","632","632","632.0","AJBGEP_08520","HFCAGB_08345","BEJGEH_07300","GEGEGB_08055","ODDLKH_10525","LNHIMF_08395","ONMMKP_02145","IKCLMC_22775","PKJKAM_22855"
"HFCAGB_08370","persistent","Putative aminopeptidase SgcX","9","9","1.0","NA","NA","","","","1118","1118","1118.0","AJBGEP_08495","HFCAGB_08370","BEJGEH_07325","GEGEGB_08030","ODDLKH_10500","LNHIMF_08370","ONMMKP_02170","IKCLMC_22800","PKJKAM_22880"
"HFCAGB_08375","persistent","50S ribosomal protein L7/L12-serine acetyltransferase","9","9","1.0","NA","NA","","","","539","539","539.0","AJBGEP_08490","HFCAGB_08375","BEJGEH_07330","GEGEGB_08025","ODDLKH_10495","LNHIMF_08365","ONMMKP_02175","IKCLMC_22805","PKJKAM_22885"
"HFCAGB_08380","persistent","YdcK family protein","9","9","1.0","NA","NA","","","","980","980","980.0","AJBGEP_08485","HFCAGB_08380","BEJGEH_07335","GEGEGB_08020","ODDLKH_10490","LNHIMF_08360","ONMMKP_02180","IKCLMC_22810","PKJKAM_22890"
"HFCAGB_08405","persistent","XRE family transcriptional regulator","9","9","1.0","NA","NA","","","","536","536","536.0","AJBGEP_08460","HFCAGB_08405","BEJGEH_07360","GEGEGB_07995","ODDLKH_10465","LNHIMF_08335","ONMMKP_02205","IKCLMC_22835","PKJKAM_22915"
"HFCAGB_08445","persistent","aminobutyraldehyde dehydrogenase","9","9","1.0","NA","NA","","","","1424","1424","1424.0","AJBGEP_08420","HFCAGB_08445","BEJGEH_07395","GEGEGB_07955","ODDLKH_10425","LNHIMF_08300","ONMMKP_02245","IKCLMC_22875","PKJKAM_22955"
"HFCAGB_10210","persistent","ABC-type transport system, periplasmic component","9","9","1.0","NA","NA","","","","1586","1634","1607.33","AJBGEP_06655","HFCAGB_10210","BEJGEH_09180","GEGEGB_05995","ODDLKH_08655","LNHIMF_06515","ONMMKP_04405","IKCLMC_04870","PKJKAM_02455"
"HFCAGB_10295","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","203","206","205.14","AJBGEP_06575","HFCAGB_10295","BEJGEH_09265","","ODDLKH_08575","","ONMMKP_04485","IKCLMC_04790","PKJKAM_02535"
"HFCAGB_10300","persistent","type III secretion system effector SopF","9","9","1.0","NA","NA","","","","1124","1124","1124.0","AJBGEP_06570","HFCAGB_10300","BEJGEH_09275","GEGEGB_05895","ODDLKH_08570","LNHIMF_06415","ONMMKP_04490","IKCLMC_04785","PKJKAM_02540"
"HFCAGB_10355","persistent","Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain","9","9","1.0","NA","NA","","","","1121","1121","1121.0","AJBGEP_06165","HFCAGB_10355","BEJGEH_09330","GEGEGB_08945","ODDLKH_08185","LNHIMF_06360","ONMMKP_04545","IKCLMC_04375","PKJKAM_02595"
"HFCAGB_10435","persistent","TetR family copper-responsive transcriptional repressor ComR","9","9","1.0","NA","NA","","","","635","635","635.0","AJBGEP_06075","HFCAGB_10435","BEJGEH_09410","GEGEGB_09025","ODDLKH_08105","LNHIMF_06280","ONMMKP_04625","IKCLMC_04295","PKJKAM_02675"
"HFCAGB_10480","persistent","ferric-rhodotorulic acid/ferric-coprogen receptor FhuE","9","10","1.11","NA","NA","","","","1007","2174","1960.1","AJBGEP_06030","HFCAGB_10480","BEJGEH_09455","GEGEGB_09080" "GEGEGB_09075","ODDLKH_08060","LNHIMF_06235","ONMMKP_04670","IKCLMC_04250","PKJKAM_02720"
"HFCAGB_12220","persistent","tRNA dihydrouridine(16) synthase DusC","9","9","1.0","NA","NA","","","","938","938","938.0","AJBGEP_11705","HFCAGB_12220","BEJGEH_11050","GEGEGB_03645","ODDLKH_13385","LNHIMF_11620","ONMMKP_23340","IKCLMC_09080","PKJKAM_19800"
"HFCAGB_12320","persistent","DUF418 domain-containing protein","9","9","1.0","NA","NA","","","","1160","1160","1160.0","AJBGEP_11795","HFCAGB_12320","BEJGEH_11140","GEGEGB_03545","ODDLKH_13475","LNHIMF_11710","ONMMKP_23250","IKCLMC_08990","PKJKAM_19710"
"HFCAGB_12340","persistent","L-serine ammonia-lyase","9","9","1.0","NA","NA","","","","1367","1367","1367.0","AJBGEP_11815","HFCAGB_12340","BEJGEH_11160","GEGEGB_03525","ODDLKH_13495","LNHIMF_11730","ONMMKP_23230","IKCLMC_08970","PKJKAM_19690"
"HFCAGB_12380","persistent","PTS fructose transporter subunit IIBC","8","8","1.0","NA","NA","","","","1688","1688","1688.0","AJBGEP_11860","HFCAGB_12380","BEJGEH_11210","GEGEGB_03475","ODDLKH_13540","LNHIMF_11775","ONMMKP_23180","IKCLMC_08930",""
"HFCAGB_12405","persistent","YkgJ family cysteine cluster protein","9","9","1.0","NA","NA","","","","254","254","254.0","AJBGEP_11890","HFCAGB_12405","BEJGEH_11240","GEGEGB_03450","ODDLKH_13570","LNHIMF_11805","ONMMKP_23150","IKCLMC_08900","PKJKAM_00295"
"HFCAGB_12430","persistent","cyclic di-GMP phosphodiesterase","9","9","1.0","NA","NA","","","","1556","1556","1556.0","AJBGEP_11915","HFCAGB_12430","BEJGEH_11265","GEGEGB_03425","ODDLKH_13595","LNHIMF_11830","ONMMKP_23125","IKCLMC_08875","PKJKAM_15245"
"HFCAGB_12435","persistent","ABC-type oligopeptide transport system, periplasmic component","9","9","1.0","NA","NA","","","","1805","1805","1805.0","AJBGEP_11920","HFCAGB_12435","BEJGEH_11270","GEGEGB_03420","ODDLKH_13600","LNHIMF_11835","ONMMKP_23120","IKCLMC_08870","PKJKAM_15240"
"HFCAGB_12445","persistent","ABC-type microcin C transport system, permease component YejE","9","9","1.0","NA","NA","","","","1025","1025","1025.0","AJBGEP_11930","HFCAGB_12445","BEJGEH_11280","GEGEGB_03410","ODDLKH_13610","LNHIMF_11845","ONMMKP_23110","IKCLMC_08860","PKJKAM_15230"
"HFCAGB_12505","cloud","DUF4113 domain-containing protein","1","1","1.0","NA","NA","","","","149","149","149.0","","HFCAGB_12505","","","","","","",""
"HFCAGB_12560","persistent","cytochrome c maturation protein CcmE","9","19","2.11","NA","NA","","","","479","500","481.21","AJBGEP_12095" "AJBGEP_20080","HFCAGB_12560" "HFCAGB_20350","BEJGEH_19360" "BEJGEH_11370","GEGEGB_03305" "GEGEGB_19550","ODDLKH_21375" "ODDLKH_13775","LNHIMF_19355" "LNHIMF_11930","ONMMKP_23000" "ONMMKP_15120","IKCLMC_12865" "IKCLMC_08750","PKJKAM_00250" "PKJKAM_17740" "PKJKAM_15115"
"HFCAGB_12640","persistent","bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada","9","9","1.0","NA","NA","","","","1058","1058","1058.0","AJBGEP_12175","HFCAGB_12640","BEJGEH_11450","GEGEGB_03225","ODDLKH_13855","LNHIMF_12010","ONMMKP_22920","IKCLMC_08670","PKJKAM_15035"
"HFCAGB_12680","persistent","L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily","9","9","1.0","NA","NA","","","","1202","1202","1202.0","AJBGEP_12215","HFCAGB_12680","BEJGEH_11490","GEGEGB_03170","ODDLKH_13895","LNHIMF_12050","ONMMKP_22880","IKCLMC_08630","PKJKAM_14995"
"HFCAGB_13745","persistent","transketolase","9","9","1.0","NA","NA","","","","2000","2000","2000.0","AJBGEP_13250","HFCAGB_13745","BEJGEH_12510","GEGEGB_02105","ODDLKH_14920","LNHIMF_13055","ONMMKP_21865","IKCLMC_06535","PKJKAM_13985"
"HFCAGB_13780","persistent","multidrug efflux RND transporter permease AcrD","9","9","1.0","NA","NA","","","","3113","3113","3113.0","AJBGEP_13285","HFCAGB_13780","BEJGEH_12545","GEGEGB_02070","ODDLKH_14955","LNHIMF_13090","ONMMKP_21830","IKCLMC_06500","PKJKAM_13950"
"HFCAGB_13795","persistent","ArsC family reductase","9","9","1.0","NA","NA","","","","356","356","356.0","AJBGEP_13300","HFCAGB_13795","BEJGEH_12560","GEGEGB_02055","ODDLKH_14970","LNHIMF_13105","ONMMKP_21815","IKCLMC_06485","PKJKAM_13935"
"HFCAGB_13810","persistent","tRNA cytosine(34) acetyltransferase TmcA","9","10","1.11","NA","NA","","","","941","2018","1808.3","AJBGEP_13315","HFCAGB_13810","BEJGEH_12580" "BEJGEH_12575","GEGEGB_02040","ODDLKH_14985","LNHIMF_13120","ONMMKP_21800","IKCLMC_06470","PKJKAM_13920"
"HFCAGB_13845","persistent","Glycerate kinase","9","9","1.0","NA","NA","","","","242","1139","939.67","AJBGEP_13350","HFCAGB_13845","BEJGEH_12615","GEGEGB_02005","ODDLKH_15020","LNHIMF_13155","ONMMKP_21765","IKCLMC_06435","PKJKAM_13885"
"HFCAGB_13850","persistent","Citrate transporter-like domain-containing protein","7","7","1.0","NA","NA","","","","1268","1268","1268.0","","HFCAGB_13850","BEJGEH_12620","GEGEGB_02000","","LNHIMF_13160","ONMMKP_21760","IKCLMC_06430","PKJKAM_13880"
"HFCAGB_13920","cloud","Type II toxin-antitoxin system RelE/ParE family toxin","1","1","1.0","NA","NA","","","","233","233","233.0","","HFCAGB_13920","","","","","","",""
"HFCAGB_13960","cloud","autotransporter-associated beta strand repeat-containing protein","1","1","1.0","NA","NA","","","","3011","3011","3011.0","","HFCAGB_13960","","","","","","",""
"HFCAGB_13965","persistent","DUF823 DUF824 domains-containing protein","9","16","1.78","NA","NA","","","","89","7307","2768.75","AJBGEP_13445" "AJBGEP_13450","HFCAGB_13965","BEJGEH_12730","GEGEGB_01880" "GEGEGB_01875" "GEGEGB_01870" "GEGEGB_01885","ODDLKH_15115","LNHIMF_13265" "LNHIMF_13260","ONMMKP_21650" "ONMMKP_21655","IKCLMC_06330","PKJKAM_13775" "PKJKAM_13770"
"HFCAGB_14085","persistent","DUF5066 domain-containing protein","8","8","1.0","NA","NA","","","","668","668","668.0","AJBGEP_13560","HFCAGB_14085","BEJGEH_12840","GEGEGB_01750","ODDLKH_15225","","ONMMKP_21540","IKCLMC_06220","PKJKAM_13660"
